Gm42958	6	69693295	69693612
3110043O21Rik	4	35191285	35226175
Rnaseh2b	14	62292589	62372992
Arhgap25	6	87458545	87533259
Olfr1133	2	87645180	87647374
Slc25a5	X	36795651	36798807
AY074887	9	54950230	54950998
Gm13070	4	149904006	149908149
Zscan5b	7	6222278	6239423
Gm21094	Y	32588415	32620443
Gm29091	Y	86727447	86730781
Lpin3	2	160880670	160906002
Prmt5	14	54507187	54517525
Hgsnat	8	25944453	25976753
Sdcbp	4	6365650	6408423
Olfm4	14	79984081	80023139
Sumo1	1	59586558	59670834
Cep78	19	15955774	15984989
A2m	6	121635376	121679227
Gm43091	5	135653810	135672987
Trim33	3	103279293	103358775
Gm48283	14	19866980	19873455
Fyn	10	39368855	39565381
B230334C09Rik	3	158067186	158076112
Klk1b22	7	44112673	44116922
Map2k6	11	110399122	110525522
Spta1	1	174172776	174248450
Dbnl	11	5788488	5800962
Taar1	10	23920356	23921469
4932414J04Rik	11	21494730	21511178
Usp22	11	61151785	61175055
Il13ra1	X	36112110	36171259
Rhox10	X	38066475	38071691
Zfp263	16	3744093	3750790
Slc16a3	11	120948480	120960868
Gm13449	2	34993973	35013446
Ppargc1b	18	61298136	61400431
Vmn2r35	7	7786151	7819867
Zfand2b	1	75168646	75171629
Lbr	1	181815335	181843046
Gm47107	10	69096662	69097866
Gpx4	10	80047166	80056439
E130304I02Rik	7	35802592	35838074
Egfl8	17	34613349	34615971
1500011K16Rik	2	127791388	127792488
Bdkrb1	12	105603085	105605428
Gm45571	8	28527826	28529717
Gm13184	2	3468613	3474546
A230060F14Rik	10	86020441	86022329
Smgc	15	91838265	91861438
Gm36529	13	70840451	70859609
4930529N20Rik	13	35167146	35172309
Angel1	12	86700502	86726460
Kcnab3	11	69326258	69333042
Fam186a	15	99918348	99967061
Gm35191	5	39975671	39985628
Gm17034	6	82764282	82767288
Pgm1	5	64092950	64128351
Gm26657	4	56740070	56741377
Igkv13-62-1	6	69392424	69392870
Rdh10	1	16105774	16133734
Gm45623	13	56752371	56753827
Klf14	6	30956023	30959078
Fbxo7	10	86021972	86051873
Capn8	1	182565007	182632352
Chrdl2	7	100006172	100034728
Chd3	11	69343273	69369406
Gm33819	3	15153065	15171442
AC127687.1	16	3448993	3507196
Hspa4l	3	40744495	40796103
Lrrc47	4	154011731	154021513
Liph	16	21953817	21995663
Blvra	2	127070665	127097084
Krtap4-13	11	99809078	99809892
Cyp4a29	4	115242084	115254557
Wdr25	12	108893631	109028452
Cldn17	16	88505807	88506978
Olfr288	15	98186013	98195542
Bhlha15	5	144190286	144194441
AC133103.6	GL456211.1	54469	54840
Hvcn1	5	122206804	122242297
Stub1	17	25830636	25833361
Iglv1	16	19085017	19085500
Usmg5	19	47083471	47090625
Mxra7	11	116803062	116828046
E130006D01Rik	5	111734284	111761725
Tubb4a	17	57080066	57087782
Ighv1-46	12	114977693	114978126
Gm17344	8	109859984	109868455
1810032O08Rik	11	116671660	116675799
Spn	7	127132232	127137823
Sigirr	7	141091175	141100572
Ifi44	3	151730922	151749960
Dmrtc1c1	X	102802963	102809942
Junb	8	84974484	84978718
B230307C23Rik	16	97997315	98031801
Vmn1r189	13	22099762	22105824
Tmem210	2	25288145	25289189
Wdr72	9	74110356	74283308
Spata31d1b	13	59712284	59719295
Gm7849	8	21455445	21456560
Knop1	7	118842222	118856254
Gpr89	3	96868281	96905346
Tax1bp1	6	52713729	52766780
Cyct	2	76353942	76360450
Tmem241	18	11964450	12121537
A630001G21Rik	1	85717083	85778643
Zfhx2os	14	55053869	55075873
Trav13-1	14	53545014	53545525
Nwd1	8	72646711	72717876
Sprn	7	140150628	140154877
AC108826.1	16	84033378	84057384
Lrpprc	17	84705247	84790789
Gm36839	13	34872512	34875432
Rrnad1	3	87922601	87930717
Tnfsf13os	11	69682138	69691141
Krt14	11	100203162	100207548
Tmem204	17	25057702	25081181
Gm48116	13	61709556	61711238
Nmd3	3	69721985	69756373
Gm47015	10	79412962	79417905
Bex3	X	136270253	136271978
Aire	10	78030022	78043610
Gm49067	14	55681918	55712282
Uqcc2	17	27122663	27133916
Gm31479	7	45597140	45599569
Olfr206	16	59344675	59349246
Jpt2	17	24942156	24960636
1810055G02Rik	19	3708333	3717881
Fut2	7	45648591	45666394
Vmn1r208	13	22771474	22777400
Gm12426	4	47197487	47208459
Ralb	1	119470305	119504794
Otud6a	X	100429013	100429885
Dlx3	11	95120119	95125296
2700069I18Rik	3	5177586	5220841
Evi2a	11	79526560	79530609
Sh3bgrl	X	109095365	109197873
Syngap1	17	26941253	26972434
Ssmem1	6	30509849	30520254
Tmc6	11	117765988	117782198
Anxa8	14	34085981	34100571
Fam172a	13	77702033	78166235
D630039A03Rik	4	57908483	57916297
Gm21836	9	124493731	124493793
Gm38708	6	88188397	88190681
Lpar4	X	106920625	106933900
Olfr794	10	129567655	129573110
4930556G01Rik	4	30664596	30796663
Gm32351	13	94701018	94702718
Gm45593	7	12825918	12828121
H2-M11	17	36547075	36549250
Gm12911	4	68312657	68321961
Avil	10	127000709	127020994
Gtf2e1	16	37509790	37539789
Gemin2	12	59013393	59028470
Nup85	11	115564434	115583985
Gm48860	14	14328004	14347264
0610010F05Rik	11	23564961	23633639
Plppr4	3	117319139	117360876
Rsph10b	5	143933035	143985719
Plxnb1	9	109095389	109119917
Champ1	8	13869641	13881639
Trav6d-6	14	52821922	52822359
Gm47767	12	80209243	80211916
Olfr920	9	38752299	38760117
Igkv4-70	6	69267888	69268443
Pex11g	8	3457105	3467680
AI463229	13	37657022	37667734
4930525G20Rik	13	67796594	67830985
Pecr	1	72259167	72284314
Gm38127	Y	18321027	18322074
Wdr12	1	60069785	60098645
Neto1	18	86394952	86501897
Sft2d3	18	31909094	31911903
Pcdha11	18	37010712	37187657
Gm3234	12	107463269	107488583
Pkn3	2	30077684	30091022
Vmn1r174	7	23752270	23762403
Gm7682	5	94445784	94448653
Pofut1	2	153241533	153270247
Clec2e	6	129091998	129100913
2010300F17Rik	11	96712982	96747436
AI314180	4	58798911	58912749
Lonrf2	1	38793645	38836711
Olfr446	6	42921377	42931141
Mov10	3	104794836	104818563
Rpl22l1	3	28805436	28807424
Tas2r122	6	132710999	132711928
Pomt1	2	32236590	32255005
Olfr1295	2	111561423	111569681
Calb1	4	15881264	15908064
Klra8	6	130115226	130129898
Gm47868	12	39899010	39922859
Gm26562	16	30200910	30205879
Gm28259	Y	73826159	73829395
Gm15777	5	100670859	100678105
Aen	7	78895854	78911209
Gm35572	8	71752026	71781322
Uox	3	146570426	146632305
Gm35850	8	90709458	90740775
Trav7n-5	14	53146919	53147448
BB031773	4	103004106	103011965
Tars2	3	95739976	95760206
Kcna7	7	45405653	45409763
Tmem25	9	44793769	44799307
Gm14640	2	171215499	171217947
Abcg8	17	84676302	84700333
Ptafr	4	132564067	132582683
Xpo4	14	57577521	57665430
Gm597	1	28776117	28780252
Grk1	8	13405081	13421951
Frg2f1	4	119530308	119539529
Gmps	3	63976106	64022579
Narf	11	121237253	121255856
Gm49313	15	38239702	38255310
Pxt1	17	28934291	28942262
Kctd20	17	28951950	28969549
Gm26732	16	44329997	44333050
Gm13012	4	137882370	137883937
Tpra1	6	88902251	88912238
Acbd6	1	155558120	155691330
Snx8	5	140340299	140389262
Akap12	10	4266380	4359470
Gm43301	5	122581469	122584853
Ripply1	X	139779549	139782353
Zfp142	1	74565127	74588246
A830019L24Rik	3	143243055	143259884
Elmod1	9	53911457	53975301
Farsa	8	84856989	84869257
Gm16035	5	141373179	141380926
Stk24	14	121286343	121380011
Gfra2	14	70890120	70979838
Rbpms	8	33782643	33929863
Pbld1	10	63060162	63077962
Fam168b	1	34813219	34843065
Gm28318	Y	51280595	51283833
Gm26735	13	28943048	28951671
Gm11731	11	117058425	117060268
Pax3	1	78101267	78197134
Frmd4a	2	4017717	4614043
Gm26703	5	104109217	104119687
Gm11034	8	72213494	72213636
Arid1b	17	4994332	5347656
AC131068.1	15	24254986	24375675
2010109A12Rik	5	93206518	93213475
Gm26819	13	69809914	69816094
AC155255.1	12	32390768	32431923
Tmem30b	12	73543402	73546392
Igkv5-48	6	69726573	69727138
Aldh9a1	1	167349991	167368532
Gm10112	X	111168340	111168693
Ces1b	8	93056728	93080017
Zyg11a	4	108181738	108218048
Gm32877	5	11320804	11340297
Gm28970	Y	85270801	85273114
Ulk3	9	57589452	57596233
AC127341.3	17	27545707	27556518
Gm43731	3	124246237	124318984
Maged1	X	94535474	94542143
Lactb2	1	13623330	13660546
Cuta	17	26937973	26939478
Epo	5	137483020	137533242
Prok1	3	107232797	107239707
Gm47728	13	43683120	43701064
Rpf2	10	40223246	40247036
Sri	5	8046078	8069379
AL591946.1	15	78670785	78676114
Smlr1	10	25527943	25536267
Il17rd	14	27038941	27107286
Nus1	10	52417547	52440183
Gm21310	Y	10144735	10147183
Gm10848	2	14706834	14739722
Gm38168	Y	19954018	19957248
Gm31816	9	47242326	47368649
Gm9801	7	62094506	62209479
Gm26565	2	7077265	7081313
Peak1	9	56201126	56418067
Upb1	10	75401115	75441679
0610009O20Rik	18	38250249	38262629
Gm20707	4	147782319	147809840
Gm10747	10	117043746	117045101
Gm44643	7	60922922	60961385
Gm36028	16	37850913	37861146
Cbln1	8	87468405	87472609
P2rx4	5	122707544	122729738
Traj17	14	54201775	54201837
Trip12	1	84721189	84840516
Gm21304	10	104168515	104170983
Itgad	7	128154376	128223816
Gm29301	Y	55151575	55154817
Rnf181	6	72359714	72366956
Gm47827	13	112669139	112685696
Gm48677	9	75317072	75342842
Gm29561	3	104661343	104664139
Cldn34a	X	152563334	152563969
Spryd3	15	102116528	102136234
Gm39185	8	66905997	66937826
Dnah5	15	28203752	28472052
Ighv1-60	12	115344537	115345020
Gm10390	5	120121096	120139263
Olfr823	10	130111527	130115383
Gm9955	18	24709040	24709348
Cyp24a1	2	170482708	170497145
Asgr2	11	70092644	70106187
Gm15839	16	56886367	56921506
Plpp3	4	105157347	105232764
Gm17359	3	79336661	79464129
Nfatc2	2	168476410	168601657
Ccdc158	5	92607954	92675271
Igkv4-86	6	68910411	68910973
Gm39469	9	124270358	124282139
Spata33	8	123212832	123222046
Steap1	5	5736317	5749326
Suv39h2	2	3455815	3475031
Lmnb2	10	80901203	80918245
Espl1	15	102296266	102324357
Hoxa9	6	52223100	52231089
Alg6	4	99715664	99763460
Ifi207	1	173723427	173741747
Cdkl2	5	92006074	92043883
Ubox5	2	130590002	130630038
Tfap4	16	4544661	4559854
Actl7a	4	56743413	56744925
Kcnv1	15	45106284	45114920
Gm28891	Y	60241202	60273250
Chrna4	2	181018380	181043546
Dpagt1	9	44326019	44333900
Qrfp	2	31806166	31810580
Pigg	5	108312609	108349355
Tyr	7	87424771	87493512
Rhox2c	X	37453680	37469861
2510002D24Rik	16	18836578	18840160
Gm34322	9	61442591	61455947
Olfr1118	2	87307581	87313621
Obp2a	2	25700043	25703326
1700026F02Rik	8	70948246	71085758
Gm41077	13	119756093	119769532
Olfr1408	1	173128049	173137374
Tprkb	6	85911865	85930284
Gm6812	X	68892375	68893053
Lias	5	65391497	65410693
C1qtnf6	15	78523346	78531416
Mfn2	4	147873599	147904704
Fmnl3	15	99317225	99370482
Olfr502	7	108520825	108525065
Plagl2	2	153227759	153241426
Pla2g15	8	106150399	106164715
March8	6	116338024	116409540
Cxcr4	1	128588199	128592293
D830024N08Rik	8	83576044	83585919
Cmpk1	4	114959336	114987241
Olfr362	2	37101706	37117910
Gm15699	1	104911431	104912333
Gm48612	13	47335251	47340939
Ncor2	5	125017153	125179219
Mrpl51	6	125191801	125196269
Eif3g	9	20894349	20898623
Rab21	10	115287084	115315594
Timp4	6	115241892	115252205
Mall	2	127704386	127729932
Gimap8	6	48647234	48660875
Olfr365	2	37188198	37206019
Ufc1	1	171288563	171295024
4933404G15Rik	16	16707614	16718096
Ripor2	13	24582189	24733816
4933436I20Rik	1	83659550	83911644
Pcgf5	19	36348309	36460970
Ighj4	12	113428514	113428567
Gm48615	13	54245296	54245584
Optc	1	133897199	133907999
Rreb1	13	37778400	37952005
Gm16191	17	28925463	28937125
Arhgap20os	9	51832814	51875886
Gm3127	14	4165030	4173503
Hus1	11	8993137	9011191
Gm32569	1	164803969	164899591
Atxn7l3b	10	112925430	112929001
Gprc5b	7	118972047	118995211
AC163040.1	12	106084370	106088657
Kif1bp	10	62538626	62578457
Gm44546	7	131824013	131883856
Dusp21	X	18145857	18146701
Olfr533	7	140463370	140468128
Rrn3	16	13780708	13814839
Foxred2	15	77940522	77956722
Nphp4	4	152476706	152563183
Prune1	3	95253674	95282076
Tom1l2	11	60226714	60352905
Gm17218	17	26620358	26625100
A930016O22Rik	7	19417466	19421417
Isl2	9	55538672	55546180
Pck1	2	173153048	173159273
Gm48799	13	18002310	18008344
Dmwd	7	19076227	19082776
AC191865.2	16	3346350	3348370
1700061G19Rik	17	56875477	56888904
Tm9sf1	14	55635965	55643806
Tnmd	X	133850980	133865577
Oxct2a	4	123321875	123323634
Slc25a36	9	97074961	97111157
Lsm1	8	25785288	25803975
Dpysl4	7	139086001	139102704
Lars	18	42202350	42262122
Pcdhb8	18	37355121	37358604
Gm45341	8	50117745	50517889
Dgcr2	16	17839482	17898562
Foxd3	4	99656299	99658622
Tmem119	5	113793729	113800516
Gm28441	1	133835189	133838372
4933408B17Rik	18	34579846	34597468
Map3k10	7	27656375	27674598
Gm28410	1	78325628	78340106
5730460C07Rik	3	153789305	153792087
A530010F05Rik	2	125274564	125277172
2900011O08Rik	16	13986604	14101500
Kcnip1	11	33629339	33993152
Gm45564	7	45550534	45551615
Gm45304	8	31598979	31663828
Olfr763	10	129010791	129013313
Junos	4	95051534	95167318
Gm28201	Y	55797791	55801133
Sun2	15	79724070	79742536
Smarcd3	5	24590818	24624411
Fzd4	7	89404355	89413134
Eed	7	89954654	89980983
1110051M20Rik	2	91275068	91444704
Stk4	2	164070322	164155524
Olfr1251	2	89665870	89671936
Gm28487	Y	31448706	31451937
Lrp1b	2	40595246	42653624
Hoxd9	2	74697727	74700208
Gm43218	6	70240427	70240972
Pef1	4	130102558	130128135
Gm16575	15	79739574	79741798
Crhr2	6	55090049	55133016
Gm3727	14	7255889	7264714
Prdm16	4	154316125	154636873
Map3k5	10	19934472	20142753
Gm29968	12	26235530	26252545
Rpl13a	7	45125558	45128761
Poc1a	9	106281061	106350521
Adal	2	121140428	121156680
Glul	1	153899944	153909723
Ranbp9	13	43402675	43481282
5033403F01Rik	13	38960619	38966605
Lrfn3	7	30355489	30362772
Phldb1	9	44686304	44735198
Vipr1	9	121642716	121672954
Akr1c18	13	4132615	4150654
Gm28244	Y	27161577	27163118
Prl4a1	13	28016212	28023559
Olfr132	17	38129863	38134526
Smyd2	1	189880492	189922363
Gm35035	10	99452654	99460230
4930467J12Rik	13	114586513	114607084
Gm7607	9	14663022	14665099
Lyrm7os	11	54819919	54824967
9130221H12Rik	7	25228687	25230263
Cd300e	11	115051917	115062177
Ube2r2	4	41135743	41193380
4930524O07Rik	9	106891547	106895182
Lat	7	126363824	126369570
Gm28985	Y	28715706	28717247
Sox9	11	112782224	112787760
Bmpr2	1	59763400	59879014
Olfr1339	4	118732175	118736906
Sptb	12	76580488	76710547
Fbxw11	11	32642724	32746816
9530002B09Rik	4	122689275	122705129
Gm12493	4	44967769	44971096
Memo1	17	74200706	74294883
Mesp1	7	79792241	79793788
Gm30246	14	76780827	76784212
Gm27222	14	69259146	69262037
Med10	13	69802395	69816104
Wscd2	5	113490333	113589725
Cyp2c66	19	39113898	39187072
Gm39397	11	103421736	103422062
Spats2l	1	57774162	57948394
Gm38554	5	119959243	119963380
Lsm7	10	80852821	80855209
1700021J08Rik	4	117002166	117003012
Grik2	10	49094833	49788766
Rspo4os	2	151865315	151866960
Aldh1l1	6	90486427	90600203
Abcb4	5	8893717	8959231
Thap8	7	30280094	30290237
Gm14549	X	36814771	36817200
Gm6614	6	141971845	142011414
Lrrc26	2	25289915	25291180
D530049I02Rik	1	73398968	73430790
Purb	11	6467599	6475917
Depdc7	2	104721784	104742878
Mgat2	12	69184157	69186770
1700013M08Rik	5	102474290	102483289
Matn3	12	8947929	8972028
Itgb1bp2	X	101449088	101453541
Rangap1	15	81704248	81745530
Gm48213	12	13125776	13127192
Krt83	15	101485130	101491512
Ivns1abp	1	151344477	151364422
Mocos	18	24653691	24701556
Gm43425	18	44821769	44825059
Adamtsl1	4	85514172	86428385
Gm14168	2	156571792	156577457
Olfr1029	2	85973895	85978913
1700001J04Rik	11	114185439	114186777
N4bp1	8	86808160	86885258
AC155712.1	10	67297406	67418927
Prkag2	5	24862744	25100642
Tpi1	6	124810586	124814296
Obox5	7	15750131	15759800
Cfap206	4	34688559	34730206
Slc23a1	18	35614604	35627244
Adgrf2	17	42708936	42742179
Gm6880	X	74480287	74481399
Zfp36	7	28376784	28380253
D630029K05Rik	10	116964707	116969105
Gm29359	1	121224276	121227526
Gna13	11	109362831	109401369
Areg	5	91139599	91148432
Ccl22	8	94745590	94751699
Foxa3	7	19013284	19023538
1810012K08Rik	2	26138546	26139543
Rassf7	7	141215860	141218658
Ankrd9	12	110975353	110979040
Stap1	5	86071746	86106125
Olfr135	17	38204335	38210915
Wdtc1	4	133292459	133353481
Pfn1	11	70651850	70654644
4930555M17Rik	3	5512995	5515333
Gm29927	13	102563187	102590285
C2cd2l	9	44309237	44320285
Sat2	11	69622024	69623870
Eprn	13	73344665	73347384
Dgkz	2	91932824	91975864
Gm28982	1	64617784	64626033
Miga2	2	30364233	30385521
Gm47077	9	50528767	50533752
4930517O19Rik	14	100213142	100245339
Gm29425	Y	70379763	70383001
Olfr1221	2	89109086	89117283
BC017643	11	121222588	121229322
Gm26916	14	61629484	61630414
Gm12843	4	117295817	117297725
Gm16572	12	81587799	81589640
Olfr103	17	37334303	37339698
2210016F16Rik	13	58379817	58385225
Ppp1r10	17	35916434	35932283
Cacng4	11	107732357	107794557
Tspan1	4	116161869	116167601
Mrps12	7	28739641	28741820
Sec16a	2	26409431	26445216
Kcnk13	12	99964499	100062682
Gm3099	14	3998394	4007006
Gm27192	X	24422751	24424779
Vmn1r100	7	20417942	20418865
Gm47082	10	91310345	91312450
Gm20479	7	27352649	27357419
Olfr218	1	173197808	173206336
Gm28977	Y	88661193	88664536
Utp23	15	51877429	51884614
Nhlrc3	3	53448583	53463332
D230025D16Rik	8	105225145	105253053
Jph3	8	121729623	121794276
Gm28694	1	156972760	157054034
Ppp1r3g	13	35958839	35970388
Gm32552	10	117863681	117866715
Gm14437	2	165442264	165450485
4930484H19Rik	10	126788864	126793710
2810414N06Rik	1	151748949	151755018
Gm33501	8	56860568	56888893
Armc1	3	19131402	19163065
Gm36782	Y	39451243	39451740
Gm39329	9	46319038	46331798
Gm14199	2	152990017	152991631
C230021G24Rik	10	106466939	106470768
Krtcap3	5	31251691	31253202
Gm16587	1	164143432	164146366
Ercc3	18	32240300	32270151
D030018L15Rik	15	96051603	96079553
Gm28475	Y	84257641	84260877
Tnfrsf18	4	156026164	156028895
Krtap9-5	11	99948475	99949551
Gm43132	5	11828046	11844359
Piezo2	18	63010213	63387183
Vegfc	8	54077606	54187096
Gm29132	Y	59771637	59774001
E330016L19Rik	X	30037837	30087879
9530003J23Rik	10	117232237	117238703
Igsf23	7	19937305	19950756
Tcf21	10	22817281	22820174
Fabp5	3	10012548	10016607
Hist1h4a	13	23760692	23761230
Gm20700	5	48590889	48599994
Gm5089	14	122434854	122451115
Ighv5-4	12	113597446	113597977
Wrap73	4	154142372	154167420
AC127568.1	10	67785749	67836401
Gm21317	Y	82225227	82251419
Adam5	8	24727093	24824369
4930471C04Rik	14	64099295	64104235
Nemf	12	69310522	69357165
Gm5547	3	105815540	105817357
Gm28834	Y	41766834	41769112
Col1a2	6	4504814	4541544
Dazl	17	50279394	50293599
Mro	18	73859385	73881333
Stag1	9	100597798	100959375
Olfr574	7	102948467	102949507
Gm4724	2	175422300	175435807
Sult4a1	15	84076097	84105754
Traj39	14	54179962	54180024
Gm20714	6	4807055	4816329
Olfr968	9	39768776	39783253
Igf2bp1	11	95957163	96005940
AC140325.2	GL456354.1	6366	8939
Gm8110	8	28520676	28529237
Gm12205	11	52038850	52039471
Fam167a	14	63436394	63465498
Irgm1	11	48861968	48871683
Moxd2	6	40878794	40887494
Gm37808	Y	26208875	26209897
Pcnx	12	81860023	82000924
Bag4	8	25764538	25785287
Gm8914	X	91480126	91481160
Vmn1r104	7	20533837	20534760
Gm37707	1	38884754	38888072
Gm15409	5	148959278	148961712
Slc1a5	7	16781340	16798274
Flywch2	17	23776916	23786081
Gm29135	3	34481428	34482207
Ticrr	7	79660196	79698148
Mtx1	3	89209081	89227088
Gm12981	4	132503561	132509649
E530011L22Rik	9	121754662	121759943
Zfp846	9	20581291	20605409
AC163720.1	16	30849456	30851358
