"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"H2afy"	7.89109244738362e-18	0.572225449590323	0.456	0.516	2.45042093768604e-13	"5"	"H2afy"
"Gpcpd1"	8.17776224553966e-18	0.311462316090417	0.458	0.483	2.53944051010743e-13	"5"	"Gpcpd1"
"Sdc3"	8.2112382009322e-18	0.822164443330056	0.575	0.196	2.54983579853548e-13	"5"	"Sdc3"
"N4bp2l1"	8.24396870507914e-18	0.325285331452787	0.643	0.472	2.55999960198822e-13	"5"	"N4bp2l1"
"Svbp"	8.94729537834278e-18	0.295900578146572	0.807	0.632	2.77840363383678e-13	"5"	"Svbp"
"Dck"	9.23484388937309e-18	0.251808304293411	0.422	0.363	2.86769607296703e-13	"5"	"Dck"
"Cop1"	1.00607869708642e-17	0.319926559391558	0.402	0.384	3.12417617806245e-13	"5"	"Cop1"
"Arf6"	1.0076042143891e-17	0.493218054546837	0.829	0.648	3.12891336694246e-13	"5"	"Arf6"
"Slirp"	1.05544051513677e-17	0.291176992417577	0.949	0.814	3.27745943165422e-13	"5"	"Slirp"
"Cfp"	1.14817411853066e-17	0.849806386922349	0.417	0.277	3.56542509027325e-13	"5"	"Cfp"
"Ncoa2"	1.57146412737336e-17	0.295847331529992	0.411	0.386	4.87986755473251e-13	"5"	"Ncoa2"
"Rpl34"	1.7814250006618e-17	0.63165794482386	0.985	0.983	5.5318590545551e-13	"5"	"Rpl34"
"Slc40a1"	2.01393327323761e-17	0.829612728198696	0.633	0.481	6.25386699338474e-13	"5"	"Slc40a1"
"Cdc42se2"	2.04074275149075e-17	0.532956263859256	0.409	0.4	6.33711846620424e-13	"5"	"Cdc42se2"
"Lsm4"	2.11351545424352e-17	0.414156974301353	0.965	0.781	6.5630995400624e-13	"5"	"Lsm4"
"Arpc4"	2.25721865366986e-17	0.801658877072435	0.792	0.679	7.00934108524103e-13	"5"	"Arpc4"
"Xrn2"	2.50050300689662e-17	0.466737293766631	0.54	0.642	7.76481198731608e-13	"5"	"Xrn2"
"Zmym4"	2.59963182095947e-17	0.258142569013637	0.385	0.331	8.07263669362545e-13	"5"	"Zmym4"
"Itga6"	2.61599260272921e-17	0.291331616520536	0.433	0.406	8.12344182925501e-13	"5"	"Itga6"
"Akirin1"	3.03457538387754e-17	0.257851669438582	0.532	0.565	9.42326693955492e-13	"5"	"Akirin1"
"Mgrn1"	3.15985634444532e-17	0.29205465724283	0.47	0.481	9.81230190640606e-13	"5"	"Mgrn1"
"Asah1"	3.73755623279445e-17	0.410191545049324	0.638	0.755	1.16062333696966e-12	"5"	"Asah1"
"Nfic"	3.80855371007677e-17	0.29308931209413	0.733	0.527	1.18267018359014e-12	"5"	"Nfic"
"Rnf216"	4.01911390441704e-17	0.395339183663939	0.585	0.403	1.24805544073862e-12	"5"	"Rnf216"
"Tcp1"	4.02901139101348e-17	0.395548569327427	0.951	0.788	1.25112890725142e-12	"5"	"Tcp1"
"Gmps"	4.7273616257369e-17	0.253027392853469	0.849	0.655	1.46798760564008e-12	"5"	"Gmps"
"Krtcap2"	4.72753819624432e-17	0.27623183423809	1	0.968	1.46804243607975e-12	"5"	"Krtcap2"
"Plbd1"	5.35223200880762e-17	0.34475512496452	0.521	0.612	1.66202860569503e-12	"5"	"Plbd1"
"Trim12c"	5.46148788558175e-17	0.356302099954528	0.569	0.34	1.6959558331097e-12	"5"	"Trim12c"
"Pcf11"	5.53537192827345e-17	0.43107716457405	0.574	0.394	1.71889904488675e-12	"5"	"Pcf11"
"Psmd1"	5.91391063295154e-17	0.25693718288459	0.593	0.638	1.83644666885044e-12	"5"	"Psmd1"
"Aqr"	6.38858398597132e-17	0.335697423239775	0.387	0.36	1.98384698516367e-12	"5"	"Aqr"
"Psme4"	7.56370122552506e-17	0.293588872260825	0.407	0.419	2.3487561415623e-12	"5"	"Psme4"
"Slc4a1ap"	8.40419905001984e-17	0.262934274807247	0.611	0.408	2.60975593100266e-12	"5"	"Slc4a1ap"
"Hnrnpul2"	8.49341017300792e-17	0.329143627337063	0.434	0.415	2.63745866102415e-12	"5"	"Hnrnpul2"
"Sestd1"	1.022880174677e-16	0.250878277863216	0.598	0.37	3.17634980642449e-12	"5"	"Sestd1"
"Irak2"	1.03185049513926e-16	0.285060289749252	0.75	0.626	3.20420534255595e-12	"5"	"Irak2"
"Rpl27"	1.03908253955693e-16	0.665930938539339	0.995	0.98	3.22666301008612e-12	"5"	"Rpl27"
"Larp1"	1.10872322228482e-16	0.486303845487559	0.436	0.447	3.44291822216105e-12	"5"	"Larp1"
"Pld3"	1.11866573199411e-16	0.646818959598041	0.508	0.581	3.47379269756131e-12	"5"	"Pld3"
"Sat1"	1.24258869352313e-16	0.887588264054886	0.742	0.826	3.85861066999737e-12	"5"	"Sat1"
"Ctsc"	1.40037958044187e-16	1.17822626126353	0.595	0.441	4.34859871114615e-12	"5"	"Ctsc"
"Kras"	1.48900478043429e-16	0.361113694224396	0.519	0.544	4.6238065446826e-12	"5"	"Kras"
"Slc15a3"	1.49203916625481e-16	1.02991272262666	0.422	0.148	4.63322922297106e-12	"5"	"Slc15a3"
"Slc6a6"	1.52563481577287e-16	0.862023484929279	0.447	0.52	4.73755379341949e-12	"5"	"Slc6a6"
"Smap1"	1.60126762646882e-16	0.489120406377936	0.879	0.758	4.97241636047363e-12	"5"	"Smap1"
"Nfe2l2"	1.94979263535722e-16	0.402385026158492	0.58	0.662	6.05469107057476e-12	"5"	"Nfe2l2"
"Hnrnpc"	1.95818343636789e-16	0.505698059045091	0.438	0.473	6.08074702495321e-12	"5"	"Hnrnpc"
"Snrpb2"	2.13129851575039e-16	0.442211133359076	0.442	0.452	6.6183212809597e-12	"5"	"Snrpb2"
"Cotl1"	2.24956171063337e-16	0.891023946017689	0.41	0.288	6.98556398002979e-12	"5"	"Cotl1"
"Itsn1"	2.33747118833686e-16	0.322342836644417	0.388	0.287	7.25854928114246e-12	"5"	"Itsn1"
"Parg"	2.37252296345425e-16	0.477680591295168	0.575	0.357	7.36739555841447e-12	"5"	"Parg"
"Sclt1"	2.43438734187221e-16	0.280785787505537	0.426	0.398	7.55950301271579e-12	"5"	"Sclt1"
"Coq10b"	2.60782231051618e-16	0.27264542673011	0.589	0.628	8.09807062084589e-12	"5"	"Coq10b"
"Bcl2a1a"	2.61079478051205e-16	0.450674410774752	0.436	0.193	8.10730103192407e-12	"5"	"Bcl2a1a"
"Ankrd13a"	2.68936759826206e-16	0.298263790834836	0.415	0.351	8.35129320288317e-12	"5"	"Ankrd13a"
"Foxn3"	2.71654630589073e-16	0.52201866429699	0.383	0.288	8.43569124368248e-12	"5"	"Foxn3"
"Ipmk"	2.78767512475003e-16	0.309507232357608	0.717	0.543	8.65656756488626e-12	"5"	"Ipmk"
"Acox3"	2.83328008749239e-16	0.340810545691168	0.418	0.328	8.79818465569012e-12	"5"	"Acox3"
"Hspa8"	3.16177138868399e-16	0.785752787701752	0.975	0.92	9.81824869328038e-12	"5"	"Hspa8"
"Sept11"	3.20395601161555e-16	0.272212390684611	0.585	0.404	9.94924460286977e-12	"5"	"Sept11"
"Ctsh"	3.6143250892384e-16	0.475558981877335	0.68	0.81	1.1223563699612e-11	"5"	"Ctsh"
"Kdm6a"	3.70487064353779e-16	0.31968120187761	0.399	0.323	1.15047348093779e-11	"5"	"Kdm6a"
"Dnm2"	4.13230722192718e-16	0.659405818388271	0.637	0.466	1.28320536162505e-11	"5"	"Dnm2"
"Batf3"	4.50800702060096e-16	0.462946574107757	0.432	0.192	1.39987142010722e-11	"5"	"Batf3"
"Slc25a4"	4.52206515348932e-16	0.304549009277461	0.603	0.395	1.40423689211304e-11	"5"	"Slc25a4"
"Rplp0"	4.66839094996724e-16	0.704588357580486	0.999	0.965	1.44967544169333e-11	"5"	"Rplp0"
"Tex10"	4.94821429250286e-16	0.373538386877073	0.455	0.407	1.53656898425091e-11	"5"	"Tex10"
"Plekho1"	5.01534092128155e-16	0.876654858676849	0.397	0.244	1.55741381628556e-11	"5"	"Plekho1"
"Gm46224"	5.11632987590035e-16	0.534434504314705	0.433	0.176	1.58877391636333e-11	"5"	"Gm46224"
"Sept7"	5.12284556013432e-16	0.790129598981767	0.885	0.74	1.59079723178851e-11	"5"	"Sept7"
"Pla2g15"	5.1356021751368e-16	0.499178140468096	0.434	0.377	1.59475854344523e-11	"5"	"Pla2g15"
"Rab14"	5.21440436245451e-16	0.300597017035736	0.614	0.703	1.619228986673e-11	"5"	"Rab14"
"Sesn1"	5.29486231870642e-16	0.255146123738261	0.397	0.365	1.64421359582791e-11	"5"	"Sesn1"
"Clk1"	5.69614818513502e-16	0.586635712646246	0.407	0.429	1.76882489592998e-11	"5"	"Clk1"
"2610001J05Rik"	5.76692056767422e-16	0.255903439255854	0.613	0.434	1.79080184387987e-11	"5"	"2610001J05Rik"
"Ndufa6"	6.1599500386045e-16	0.335782750336934	0.998	0.961	1.91284928548785e-11	"5"	"Ndufa6"
"Igsf8"	6.31180768930628e-16	0.324392482838878	0.592	0.605	1.96000564176028e-11	"5"	"Igsf8"
"Bptf"	7.2275418639676e-16	0.447816630778301	0.381	0.346	2.24436857501786e-11	"5"	"Bptf"
"Irf8"	7.59427061602948e-16	0.962475587060155	0.413	0.337	2.35824885439564e-11	"5"	"Irf8"
"Tpm3"	8.38721221423936e-16	0.835736874287464	0.651	0.672	2.60448100888775e-11	"5"	"Tpm3"
"Slc16a10"	1.01339357943373e-15	0.389702493518677	0.648	0.453	3.14689108221556e-11	"5"	"Slc16a10"
"Bax"	1.04704162830422e-15	0.360832071483403	0.88	0.707	3.25137836837309e-11	"5"	"Bax"
"Dcaf7"	1.04911656498825e-15	0.253050532708927	0.697	0.538	3.25782166925802e-11	"5"	"Dcaf7"
"Sbds"	1.21088055035722e-15	0.283547015111483	0.812	0.6	3.76014737302429e-11	"5"	"Sbds"
"Atp5l"	1.25113632450254e-15	0.536901905167694	0.975	0.967	3.88515362847775e-11	"5"	"Atp5l"
"Chfr"	1.31612527080228e-15	0.390408821606916	0.408	0.329	4.08696380342231e-11	"5"	"Chfr"
"Dhx15"	1.32415372952155e-15	0.655497029892824	0.403	0.5	4.11189457628326e-11	"5"	"Dhx15"
"Rp2"	1.4156742313065e-15	0.359314633795352	0.627	0.445	4.39609319047608e-11	"5"	"Rp2"
"Snx5"	1.44692989858569e-15	0.621405088611459	0.504	0.602	4.49315141407814e-11	"5"	"Snx5"
"Pnisr"	1.53769615973656e-15	0.348741952288624	0.38	0.329	4.77500788482994e-11	"5"	"Pnisr"
"Gpbp1"	1.61452110251602e-15	0.318954540840492	0.704	0.549	5.01357237964298e-11	"5"	"Gpbp1"
"Ckap5"	1.70684272262037e-15	0.288356583173925	0.454	0.431	5.30025870655303e-11	"5"	"Ckap5"
"Rmnd5a"	1.87292182781541e-15	0.295002336299173	0.437	0.377	5.81598415191518e-11	"5"	"Rmnd5a"
"Myo9a"	1.8842367613393e-15	0.659046989789874	0.415	0.259	5.85112041498692e-11	"5"	"Myo9a"
"Vps26a"	2.0841558851101e-15	0.27436459965766	0.485	0.5	6.4719292700324e-11	"5"	"Vps26a"
"Aff4"	2.40880720035321e-15	0.343379550195534	0.506	0.564	7.48006899925682e-11	"5"	"Aff4"
"Pacs2"	2.43868352787819e-15	0.270892452703395	0.398	0.315	7.57284395912015e-11	"5"	"Pacs2"
"Eea1"	2.48437082342622e-15	0.307614276733065	0.514	0.55	7.71471671798544e-11	"5"	"Eea1"
"Ssrp1"	2.51659031778605e-15	0.292664015454053	0.699	0.516	7.81476791382103e-11	"5"	"Ssrp1"
"Ccdc59"	2.59633061984327e-15	0.339430033156513	0.812	0.663	8.06238547379932e-11	"5"	"Ccdc59"
"Dnajc7"	2.62840722553071e-15	0.314137826169549	0.554	0.567	8.16199295744053e-11	"5"	"Dnajc7"
"Magt1"	2.75298831736364e-15	0.271958607364089	0.589	0.623	8.54885462190933e-11	"5"	"Magt1"
"Rpl6"	3.36295810252167e-15	0.404659938535013	0.979	0.979	1.04429937957605e-10	"5"	"Rpl6"
"Vps37b"	3.39301642058546e-15	0.251168032285748	0.429	0.383	1.0536333890844e-10	"5"	"Vps37b"
"Ccdc86"	3.40603598240787e-15	0.253720141315184	0.822	0.619	1.05767635361712e-10	"5"	"Ccdc86"
"Ccdc47"	3.88566432724537e-15	0.265552151299006	0.881	0.707	1.20661534353951e-10	"5"	"Ccdc47"
"Hnrnpf"	3.99518941076623e-15	0.825687938416528	0.905	0.814	1.24062616772524e-10	"5"	"Hnrnpf"
"Ccdc22"	4.3189774437173e-15	0.277423065899783	0.604	0.412	1.34117206559753e-10	"5"	"Ccdc22"
"Zfp36l2"	5.0718692826511e-15	0.872573227471593	0.445	0.498	1.57496756834165e-10	"5"	"Zfp36l2"
"Ly86"	5.70724132933789e-15	1.18803382856263	0.433	0.232	1.77226964999929e-10	"5"	"Ly86"
"Zmiz1"	9.0681510322134e-15	0.658138280577464	0.39	0.397	2.81593294003323e-10	"5"	"Zmiz1"
"Glipr1"	9.7856380635027e-15	0.345772991826742	0.45	0.44	3.03873418785949e-10	"5"	"Glipr1"
"Cdk11b"	1.01321973837866e-14	0.613013579853462	0.435	0.506	3.14635125358725e-10	"5"	"Cdk11b"
"Lrrk1"	1.07507286511735e-14	0.473560329817439	0.562	0.341	3.3384237680489e-10	"5"	"Lrrk1"
"Fbxl3"	1.09079125455296e-14	0.312087869800293	0.58	0.402	3.38723408276332e-10	"5"	"Fbxl3"
"Rfc2"	1.22531874004125e-14	0.312519621048994	0.773	0.583	3.8049822834501e-10	"5"	"Rfc2"
"Srsf11"	1.27288487997099e-14	0.564734005695268	0.525	0.62	3.95268941777393e-10	"5"	"Srsf11"
"Rps23"	1.38562691820796e-14	0.47328852970121	0.854	0.912	4.30278726911117e-10	"5"	"Rps23"
"Eif4g2"	1.53810051416362e-14	0.311274392938158	0.494	0.658	4.77626352663227e-10	"5"	"Eif4g2"
"Atp6v1a"	1.59862745241885e-14	0.670531329404845	0.441	0.428	4.96421782799625e-10	"5"	"Atp6v1a"
"Serpinb6a"	1.61634573909739e-14	0.333387249392517	0.712	0.569	5.01923842361914e-10	"5"	"Serpinb6a"
"Hgsnat"	1.76364681403351e-14	0.252943083587454	0.524	0.525	5.47665245161826e-10	"5"	"Hgsnat"
"Qars"	1.79925908813382e-14	0.251610245900137	0.778	0.607	5.58723924638195e-10	"5"	"Qars"
"Txn1"	1.83930400725105e-14	0.753567493584497	0.904	0.814	5.71159073371667e-10	"5"	"Txn1"
"Map3k8"	2.02192801228892e-14	0.448651803429357	0.417	0.288	6.27869305656078e-10	"5"	"Map3k8"
"Gsn"	2.04523816147814e-14	0.583212587304443	0.427	0.259	6.35107806283806e-10	"5"	"Gsn"
"Psmb8"	2.07469556784056e-14	0.781261411313484	0.858	0.749	6.4425521468153e-10	"5"	"Psmb8"
"Set"	2.11814419786049e-14	0.434722848862392	0.486	0.527	6.57747317761618e-10	"5"	"Set"
"Mga"	2.73435390832569e-14	0.256932354327593	0.426	0.391	8.49098919152376e-10	"5"	"Mga"
"Atrx"	2.7944629863643e-14	0.610711176626807	0.415	0.477	8.67764591155705e-10	"5"	"Atrx"
"Gm26917"	2.95705767511443e-14	0.578839558375431	0.434	0.551	9.18255119853285e-10	"5"	"Gm26917"
"Dennd4c"	3.04082419901216e-14	0.313936098809439	0.603	0.399	9.44267138519247e-10	"5"	"Dennd4c"
"Parp9"	3.11067448599851e-14	0.310183925152958	0.621	0.481	9.65957748137116e-10	"5"	"Parp9"
"Pfkl"	3.37696706306279e-14	0.257211037089069	0.456	0.412	1.04864958209289e-09	"5"	"Pfkl"
"Tmem86a"	3.393113627195e-14	0.978421047375825	0.621	0.486	1.05366357465286e-09	"5"	"Tmem86a"
"Atp6v0e"	3.54608832034345e-14	0.88643096548356	0.924	0.859	1.10116680611625e-09	"5"	"Atp6v0e"
"Fus"	3.57141089432441e-14	0.409162229884966	0.45	0.591	1.10903022501456e-09	"5"	"Fus"
"Rfc1"	3.64913557910655e-14	0.462251724689931	0.475	0.523	1.13316607137996e-09	"5"	"Rfc1"
"Asap1"	4.03028438725157e-14	0.371491116160468	0.443	0.456	1.25152421077323e-09	"5"	"Asap1"
"Rpl10-ps3"	4.07679086540628e-14	0.452336426628424	1	0.95	1.26596586743461e-09	"5"	"Rpl10-ps3"
"Tmem234"	4.29711859475612e-14	0.2583844371852	0.777	0.736	1.33438423722962e-09	"5"	"Tmem234"
"Ascc3"	4.3396250969845e-14	0.757599684731947	0.64	0.499	1.3475837813666e-09	"5"	"Ascc3"
"Sod1"	4.41313521348169e-14	0.519563689244609	0.439	0.534	1.37041087784247e-09	"5"	"Sod1"
"Map2k2"	4.4267203126923e-14	0.261297382072412	0.984	0.769	1.37462945870034e-09	"5"	"Map2k2"
"Fam234a"	5.68053348540546e-14	0.51312921624475	0.67	0.524	1.76397606322296e-09	"5"	"Fam234a"
"Gatm"	5.74361692875324e-14	0.799171719724455	0.389	0.282	1.78356536488574e-09	"5"	"Gatm"
"Vps50"	6.36213848340841e-14	0.257427405870204	0.413	0.348	1.97563486325281e-09	"5"	"Vps50"
"Atpif1"	6.4892831460771e-14	0.664722405922601	0.86	0.884	2.01511709535132e-09	"5"	"Atpif1"
"Ikbkb"	6.92117318372152e-14	0.56627600861865	0.532	0.601	2.14923190874104e-09	"5"	"Ikbkb"
"Tmem5"	7.50805058534888e-14	0.294080906455361	0.724	0.573	2.33147494826839e-09	"5"	"Tmem5"
"Hcst"	8.76715157859848e-14	0.455647808334075	0.435	0.307	2.72246357970219e-09	"5"	"Hcst"
"Slc35f6"	8.94530774923864e-14	0.425502747081078	0.659	0.533	2.77778641537108e-09	"5"	"Slc35f6"
"Chchd2"	9.04940468276054e-14	0.299080408942993	1	0.987	2.81011163613763e-09	"5"	"Chchd2"
"Calm3"	9.85025988129897e-14	0.393821999655562	0.621	0.709	3.05880120093977e-09	"5"	"Calm3"
"Rhoh"	9.97191038531231e-14	0.431040529387834	0.434	0.177	3.09657733195103e-09	"5"	"Rhoh"
"Rsbn1l"	1.08641419520834e-13	0.475753578974901	0.452	0.458	3.37364200038044e-09	"5"	"Rsbn1l"
"Shtn1"	1.15808334651083e-13	0.869216113493201	0.466	0.536	3.59619621592009e-09	"5"	"Shtn1"
"Ets1"	1.17738292365381e-13	0.322351994859351	0.569	0.382	3.65612719282218e-09	"5"	"Ets1"
"Ankrd44"	1.22574596654404e-13	0.642764841717722	0.395	0.273	3.8063089499092e-09	"5"	"Ankrd44"
"Ythdf3"	1.25572950696777e-13	0.264815337937022	0.468	0.461	3.89941683798702e-09	"5"	"Ythdf3"
"Tmem256"	1.28186762853581e-13	0.704947823220497	0.983	0.88	3.98058354689225e-09	"5"	"Tmem256"
"Pcna"	1.32305633119464e-13	0.627708591307758	0.477	0.515	4.1084868252587e-09	"5"	"Pcna"
"Rpl28"	1.37901864410438e-13	0.795580712592508	0.995	0.978	4.28226659553734e-09	"5"	"Rpl28"
"Myl12b"	1.38189566291474e-13	0.735363283234246	0.998	0.889	4.29120060204914e-09	"5"	"Myl12b"
"Usp34"	1.74401569340501e-13	0.457954839792471	0.433	0.478	5.41569193273058e-09	"5"	"Usp34"
"Tap2"	1.74915359111377e-13	0.556713407952525	0.443	0.386	5.43164664648559e-09	"5"	"Tap2"
"Fos"	1.76433317317298e-13	0.648120822357587	0.773	0.752	5.47878380265406e-09	"5"	"Fos"
"Pak2"	1.81167944022677e-13	0.630953557914833	0.476	0.588	5.6258081657362e-09	"5"	"Pak2"
"Rbpj"	1.94358422005536e-13	0.566169520799223	0.413	0.343	6.03541207853792e-09	"5"	"Rbpj"
"Spty2d1"	2.07074182592906e-13	0.323366569469487	0.468	0.45	6.4302745920575e-09	"5"	"Spty2d1"
"Sap30"	2.34792774157997e-13	0.292428127814013	0.645	0.56	7.29102001592828e-09	"5"	"Sap30"
"Rbm27"	2.41986204862589e-13	0.426585152300322	0.562	0.377	7.51439761959798e-09	"5"	"Rbm27"
"Pip5k1c"	2.43347891743176e-13	0.303570038037845	0.576	0.352	7.55668208230084e-09	"5"	"Pip5k1c"
"Lbh"	2.57390814091615e-13	0.58077833421029	0.399	0.226	7.99275694998691e-09	"5"	"Lbh"
"Emp1"	2.6094629685362e-13	0.575340119839443	0.549	0.237	8.10316535619547e-09	"5"	"Emp1"
"Son"	2.84899809677003e-13	0.855638371147037	0.614	0.663	8.84699378989999e-09	"5"	"Son"
"Ms4a7"	3.48278715606873e-13	0.550493627336411	0.439	0.271	1.08150989557402e-08	"5"	"Ms4a7"
"Rpl13"	3.56829087284065e-13	0.373196108433574	0.992	0.985	1.10806136474321e-08	"5"	"Rpl13"
"Frg1"	4.03814331591436e-13	0.646299669146142	0.663	0.522	1.25396464389089e-08	"5"	"Frg1"
"Ywhah"	4.12546216612739e-13	0.95696755727237	0.778	0.697	1.28107976644754e-08	"5"	"Ywhah"
"Mkl1"	4.73252958385282e-13	0.297164734946689	0.574	0.376	1.46959241167382e-08	"5"	"Mkl1"
"Rnf13"	4.89959367088981e-13	0.302796569192319	0.691	0.726	1.52147082262141e-08	"5"	"Rnf13"
"Fcgrt"	4.91141860045028e-13	0.669225303750314	0.709	0.552	1.52514281799782e-08	"5"	"Fcgrt"
"Akt1"	5.4743936743034e-13	0.271821587949545	0.449	0.412	1.69996346768144e-08	"5"	"Akt1"
"Ecm1"	5.4828906424522e-13	0.36750803364972	0.604	0.49	1.70260203120068e-08	"5"	"Ecm1"
"Cstb"	5.68159720682915e-13	0.729238397824616	0.985	0.916	1.76430638063666e-08	"5"	"Cstb"
"Add1"	6.62526067336073e-13	0.375216323306909	0.577	0.376	2.05734219689871e-08	"5"	"Add1"
"Dnajb6"	6.74849889343056e-13	0.362925125760521	0.609	0.659	2.09561136137699e-08	"5"	"Dnajb6"
"Ccnt2"	7.03923759463254e-13	0.289410892144133	0.413	0.426	2.18589445026124e-08	"5"	"Ccnt2"
"Nsun6"	7.04885876146611e-13	0.254253232225823	0.435	0.374	2.18888211119807e-08	"5"	"Nsun6"
"Fli1"	7.05032865689297e-13	0.337039616094624	0.534	0.284	2.18933855782497e-08	"5"	"Fli1"
"Arl6ip4"	7.97748517435885e-13	0.340474600114073	0.928	0.748	2.47724847119365e-08	"5"	"Arl6ip4"
"Cnot4"	8.22270936767616e-13	0.388581886083287	0.5	0.528	2.55339793994448e-08	"5"	"Cnot4"
"Scd2"	8.79482052057879e-13	0.350636587802096	0.623	0.668	2.73105561625533e-08	"5"	"Scd2"
"Cdc42se1"	1.23995780327322e-12	0.729312857113231	0.696	0.635	3.85044096650433e-08	"5"	"Cdc42se1"
"Cflar"	1.24303741714024e-12	0.478876193241887	0.456	0.475	3.86000409144558e-08	"5"	"Cflar"
"Tmem259"	1.25513868275027e-12	0.577395908434114	0.403	0.432	3.89758215154441e-08	"5"	"Tmem259"
"Stag1"	1.35045061396315e-12	0.389030752085897	0.467	0.457	4.19355429153978e-08	"5"	"Stag1"
"Nap1l1"	1.35133438688844e-12	0.835960441171019	0.765	0.669	4.19629867160468e-08	"5"	"Nap1l1"
"Nfkbid"	1.44351094056532e-12	0.441370578529924	0.436	0.208	4.4825345237375e-08	"5"	"Nfkbid"
"Pkm"	1.45232665228633e-12	1.07909585902777	0.583	0.492	4.50990995334473e-08	"5"	"Pkm"
"Eif2ak4"	1.55099176580104e-12	0.258166048037292	0.602	0.41	4.81629473034198e-08	"5"	"Eif2ak4"
"Clock"	1.64964852835433e-12	0.293936439236822	0.418	0.408	5.12265357509869e-08	"5"	"Clock"
"Dnase2a"	1.73158213557633e-12	0.473543747809424	0.524	0.547	5.37708200560519e-08	"5"	"Dnase2a"
"Akr1b3"	1.84295526805986e-12	0.38183926454565	0.789	0.606	5.72292899390627e-08	"5"	"Akr1b3"
"Phf11b"	2.02496220771562e-12	0.310596291071091	0.557	0.241	6.2881151436193e-08	"5"	"Phf11b"
"Zc3h12a"	2.05593704520534e-12	0.268770015759348	0.45	0.419	6.38430130647615e-08	"5"	"Zc3h12a"
"Abracl"	2.06659627195548e-12	0.61722729125134	0.601	0.704	6.41740140330337e-08	"5"	"Abracl"
"Gdf15"	2.19709476997497e-12	0.402434783354842	0.903	0.777	6.82263838920326e-08	"5"	"Gdf15"
"Pid1"	2.20827303497979e-12	0.335650572052331	0.654	0.676	6.85735025552275e-08	"5"	"Pid1"
"Egr2"	2.49933609339467e-12	0.407613558901654	0.57	0.262	7.76118837081847e-08	"5"	"Egr2"
"Smarcc2"	2.54259305655565e-12	0.251263649792993	0.475	0.465	7.89551421852227e-08	"5"	"Smarcc2"
"Eif4a1"	2.56677777808609e-12	0.60946223393296	0.537	0.625	7.97061503429074e-08	"5"	"Eif4a1"
"Acbd3"	2.86253412648811e-12	0.324406885490281	0.607	0.423	8.88902722298353e-08	"5"	"Acbd3"
"Cenpb"	3.38167328637987e-12	0.454330698710272	0.615	0.436	1.05011100561954e-07	"5"	"Cenpb"
"Snw1"	3.52044109802837e-12	0.263513719150863	0.564	0.557	1.09320257417075e-07	"5"	"Snw1"
"Fam91a1"	3.68332903105908e-12	0.310893881117927	0.431	0.384	1.14378416401478e-07	"5"	"Fam91a1"
"Morf4l2"	4.2301674438838e-12	0.317144210612391	0.857	0.68	1.31359389634924e-07	"5"	"Morf4l2"
"Plpbp"	4.24525948266924e-12	0.278978410409037	0.529	0.525	1.31828042715328e-07	"5"	"Plpbp"
"Stk17b"	4.35217453339738e-12	0.923041486649024	0.433	0.311	1.35148075785589e-07	"5"	"Stk17b"
"Anxa3"	4.61084957206782e-12	0.700513080919819	0.573	0.364	1.43180711761422e-07	"5"	"Anxa3"
"Efhd2"	4.95015858667388e-12	0.659191351497202	0.458	0.513	1.53717274591984e-07	"5"	"Efhd2"
"Hbp1"	4.95198014598921e-12	0.274824794169524	0.534	0.531	1.53773839473403e-07	"5"	"Hbp1"
"Sirt7"	5.02269268112841e-12	0.372742135169519	0.521	0.545	1.5596967582708e-07	"5"	"Sirt7"
"Lgals3bp"	5.6883870952302e-12	0.617818706464305	0.652	0.511	1.76641484468183e-07	"5"	"Lgals3bp"
"Blvrb"	6.17859696951349e-12	0.419562106121376	0.994	0.891	1.91863971694303e-07	"5"	"Blvrb"
"Vasp"	6.34888664903292e-12	0.699505535250372	0.459	0.508	1.97151977112419e-07	"5"	"Vasp"
"Hexb"	6.77480576222231e-12	0.931478759273527	0.637	0.553	2.10378043334289e-07	"5"	"Hexb"
"Kansl1"	6.87689150631269e-12	0.481937169618815	0.407	0.36	2.13548111945528e-07	"5"	"Kansl1"
"Psmb3"	7.31008362671837e-12	0.461204530592587	0.999	0.918	2.27000026860486e-07	"5"	"Psmb3"
"Fam49b"	8.06535929313971e-12	0.986978671793187	0.437	0.424	2.50453602129867e-07	"5"	"Fam49b"
"Hnrnpa2b1"	8.34902023805038e-12	0.532095840585729	0.883	0.847	2.59262125452178e-07	"5"	"Hnrnpa2b1"
"Rps17"	8.71805230153802e-12	0.646265194274897	0.977	0.918	2.7072167811966e-07	"5"	"Rps17"
"Polr2a"	9.14132956747592e-12	0.418246302471069	0.437	0.352	2.8386570705883e-07	"5"	"Polr2a"
"Fbrs"	9.28814700655584e-12	0.299126267893524	0.427	0.386	2.88424828994578e-07	"5"	"Fbrs"
"Atf4"	9.39715784130322e-12	0.301486083928327	0.57	0.6	2.91809942445989e-07	"5"	"Atf4"
"Slc30a5"	1.03298216083653e-11	0.337962247006545	0.461	0.433	3.20771950404566e-07	"5"	"Slc30a5"
"Apobec3"	1.09730454489382e-11	0.539216114647783	0.546	0.368	3.40745980325878e-07	"5"	"Apobec3"
"Ftl1-ps1"	1.2923544328999e-11	0.295306525883795	0.465	0.437	4.01314822048407e-07	"5"	"Ftl1-ps1"
