"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"Cx3cr1"	1.2718016051058e-112	0.579692263804285	0.305	0.263	3.94932552433504e-108	"5"	"Cx3cr1"
"Aebp2"	4.53285198139359e-112	0.307550546330774	0.251	0.346	1.40758652578215e-107	"5"	"Aebp2"
"Osgep"	8.47117122706898e-112	0.261988105441796	0.887	0.577	2.63055280114173e-107	"5"	"Osgep"
"Lpcat2"	1.1154578663851e-111	0.474144908684063	0.316	0.209	3.46383131248565e-107	"5"	"Lpcat2"
"Elmo2"	1.52458592040107e-111	0.280343504735565	0.294	0.424	4.73429665862143e-107	"5"	"Elmo2"
"S100a4"	2.73679336719665e-111	0.543295533230602	0.294	0.122	8.49856444315577e-107	"5"	"S100a4"
"Prpf39"	3.83216022600377e-111	0.278373601281668	0.253	0.377	1.19000071498095e-106	"5"	"Prpf39"
"Ilkap"	1.14129751003126e-110	0.46755050251545	0.976	0.651	3.54407115790008e-106	"5"	"Ilkap"
"Thbs1"	1.26256987096117e-110	1.03299127978184	0.751	0.453	3.92065822029571e-106	"5"	"Thbs1"
"Inpp5d"	8.56719140143067e-110	0.721802007977969	0.31	0.138	2.66036994588627e-105	"5"	"Inpp5d"
"Inppl1"	1.25867309520814e-109	0.264113262764007	0.254	0.36	3.90855756254984e-105	"5"	"Inppl1"
"Hmgb2"	2.01268939701777e-109	1.16081205757014	0.763	0.48	6.25000438455927e-105	"5"	"Hmgb2"
"Laptm5"	2.02966613870122e-109	1.10066984657384	0.7	0.251	6.3027222605089e-105	"5"	"Laptm5"
"Tnrc18"	8.97001968490136e-109	0.394321956905195	0.239	0.28	2.78546021275242e-104	"5"	"Tnrc18"
"Tns3"	9.60566617187047e-109	0.350187629823067	0.258	0.337	2.98284751635094e-104	"5"	"Tns3"
"Ncoa3"	1.13381372729151e-108	0.273739054138162	0.261	0.293	3.52083176735834e-104	"5"	"Ncoa3"
"Etv6"	1.22461661426536e-108	0.421942896257625	0.272	0.334	3.80280197227823e-104	"5"	"Etv6"
"Ncoa7"	1.24747625477092e-108	0.537316878207156	0.288	0.348	3.87378801394014e-104	"5"	"Ncoa7"
"Trim25"	1.44903292475297e-108	0.419393291439484	0.28	0.379	4.49968194123541e-104	"5"	"Trim25"
"Vav1"	5.88295606434332e-108	0.579221364836253	0.305	0.236	1.82683434666053e-103	"5"	"Vav1"
"Senp7"	1.02329296400996e-107	0.359892243148717	0.748	0.457	3.17763164114013e-103	"5"	"Senp7"
"Ehmt2"	2.93208024707568e-107	0.260121225870312	0.293	0.406	9.10498879124411e-103	"5"	"Ehmt2"
"Itga4"	3.66486940608214e-107	0.831438502446417	0.311	0.138	1.13805189667069e-102	"5"	"Itga4"
"Aldoa"	4.0376337310648e-107	1.05745851531461	0.966	0.796	1.25380640250755e-102	"5"	"Aldoa"
"Pstpip1"	5.06843074824272e-107	0.484614001052754	0.672	0.201	1.57389980025181e-102	"5"	"Pstpip1"
"Rps24"	1.28959863789345e-106	0.670677041354844	0.994	0.996	4.00459065025054e-102	"5"	"Rps24"
"Ski"	1.42284059227254e-106	0.337200230564006	0.259	0.342	4.41834689118391e-102	"5"	"Ski"
"Tmem203"	1.53874385751244e-106	0.2754422045715	0.857	0.556	4.77826130073338e-102	"5"	"Tmem203"
"Plxnd1"	1.8639677301919e-106	0.382498616375673	0.257	0.271	5.78817899256491e-102	"5"	"Plxnd1"
"Slfn5"	2.6714404452925e-106	0.438030555812146	0.289	0.23	8.29562401476679e-102	"5"	"Slfn5"
"Mms19"	6.16303530910495e-106	0.258100388823193	0.26	0.353	1.91380735453636e-101	"5"	"Mms19"
"Tyrobp"	7.09734487708965e-106	1.74412122175242	0.699	0.348	2.20393850468265e-101	"5"	"Tyrobp"
"Cd68"	1.34012450393533e-105	1.1332939399222	0.701	0.404	4.16148862207039e-101	"5"	"Cd68"
"Mast3"	1.51237603777853e-105	0.360098683815932	0.294	0.362	4.69638131011366e-101	"5"	"Mast3"
"Stx7"	1.83068531660838e-105	0.357951713384755	0.317	0.484	5.68482711366399e-101	"5"	"Stx7"
"Madd"	2.09949917989373e-105	0.431344000277269	0.288	0.359	6.51957480332399e-101	"5"	"Madd"
"Tgfbrap1"	4.20455984827194e-105	0.256488776850768	0.728	0.379	1.30564196968388e-100	"5"	"Tgfbrap1"
"Cyp4f16"	1.24153259906458e-104	0.253931147488701	0.314	0.427	3.85533117987524e-100	"5"	"Cyp4f16"
"Fam208b"	1.66899575716954e-104	0.278461965487925	0.77	0.486	5.18273252473856e-100	"5"	"Fam208b"
"Clec4a3"	3.97134136525123e-104	0.717632336395793	0.318	0.186	1.23322063415146e-99	"5"	"Clec4a3"
"Usp25"	4.83004028997598e-104	0.487160495849429	0.284	0.357	1.49987241124624e-99	"5"	"Usp25"
"Heatr5a"	6.89206914572891e-104	0.287251222194057	0.291	0.332	2.1401942318232e-99	"5"	"Heatr5a"
"Rbm47"	7.80649065883605e-104	0.444151586644598	0.316	0.524	2.42414954428836e-99	"5"	"Rbm47"
"Meaf6"	7.92061525333981e-104	0.291600038035648	0.805	0.53	2.45958865461961e-99	"5"	"Meaf6"
"Creb1"	1.52126181694793e-103	0.291057381552689	0.263	0.332	4.72397432016842e-99	"5"	"Creb1"
"Dnajc5"	1.5835363615052e-103	0.294373623997752	0.302	0.485	4.9173554633821e-99	"5"	"Dnajc5"
"Rragc"	4.91178588234464e-103	0.362049471641739	0.285	0.4	1.52525687004448e-98	"5"	"Rragc"
"Atp6v0a1"	7.96241109574387e-103	0.288614910566178	0.276	0.45	2.47256751756134e-98	"5"	"Atp6v0a1"
"Mob1b"	1.08794905283034e-102	0.370956144612713	0.825	0.468	3.37840819375407e-98	"5"	"Mob1b"
"Hck"	1.21803509066145e-102	0.606816380258374	0.321	0.164	3.782364367031e-98	"5"	"Hck"
"Themis2"	1.40799365593723e-102	0.346226032371366	0.322	0.193	4.37224269978188e-98	"5"	"Themis2"
"Dnajb14"	1.41502904199628e-102	0.421615513908892	0.308	0.471	4.39408968411105e-98	"5"	"Dnajb14"
"Rnf19b"	3.00236390721817e-102	0.368213210330895	0.295	0.368	9.32324064108458e-98	"5"	"Rnf19b"
"C6"	7.08197293967127e-102	0.481484357739888	0.735	0.305	2.19916505695612e-97	"5"	"C6"
"Hps3"	8.29073720950026e-102	0.515493964090121	0.286	0.29	2.57452262566612e-97	"5"	"Hps3"
"Xpot"	1.7623584094108e-101	0.267016004183578	0.778	0.42	5.47265156874336e-97	"5"	"Xpot"
"Rps8"	2.06427419650425e-101	0.547247830687199	0.997	0.994	6.41019066240465e-97	"5"	"Rps8"
"Rnf130"	9.45879671903649e-101	0.282149398276483	0.354	0.572	2.9372401451624e-96	"5"	"Rnf130"
"Nfam1"	3.44088153123153e-100	0.486801990894755	0.325	0.154	1.06849694189333e-95	"5"	"Nfam1"
"Cpsf2"	5.31731032925958e-100	0.366907032963326	0.743	0.413	1.65118437654498e-95	"5"	"Cpsf2"
"Itgam"	6.38702635777722e-100	0.501970694558251	0.328	0.141	1.98336329488056e-95	"5"	"Itgam"
"Mob1a"	8.87547953440761e-100	0.318632291811015	0.282	0.365	2.7561026598196e-95	"5"	"Mob1a"
"Slc12a9"	9.26327125968068e-100	0.290930105755017	0.301	0.316	2.87652362426864e-95	"5"	"Slc12a9"
"Dennd1b"	1.17317259959645e-99	0.284649567711695	0.304	0.44	3.64305287352686e-95	"5"	"Dennd1b"
"Arhgap15"	1.17846208598005e-99	0.516348153521521	0.313	0.15	3.65947831559385e-95	"5"	"Arhgap15"
"Rexo1"	1.81787936001841e-99	0.375459039374876	0.742	0.405	5.64506077666517e-95	"5"	"Rexo1"
"Dazap1"	1.97565386685101e-99	0.324538579217268	0.882	0.576	6.13499795273244e-95	"5"	"Dazap1"
"Mgea5"	2.11161559573873e-99	0.368600558457648	0.259	0.357	6.55719990944747e-95	"5"	"Mgea5"
"Stmn1"	5.66149505829838e-99	0.401352511137138	0.828	0.557	1.7580640604534e-94	"5"	"Stmn1"
"Tnip3"	8.59473489596268e-99	0.385749820208425	0.338	0.119	2.66892302724329e-94	"5"	"Tnip3"
"Sp110"	8.61944400532868e-99	0.461078732675695	0.283	0.214	2.67659594697472e-94	"5"	"Sp110"
"Ankfy1"	1.41473699551375e-98	0.261332937737167	0.26	0.313	4.39318279216886e-94	"5"	"Ankfy1"
"Chil3"	1.44299417836749e-98	0.532757926944297	0.663	0.122	4.48092982208456e-94	"5"	"Chil3"
"Malt1"	1.56419676055182e-98	0.364707432872878	0.312	0.381	4.85730020054157e-94	"5"	"Malt1"
"Nin"	1.66973141605366e-98	0.323591685424726	0.268	0.205	5.18501696627142e-94	"5"	"Nin"
"Sgpl1"	2.34133076619733e-98	0.435747126422448	0.298	0.423	7.27053442827256e-94	"5"	"Sgpl1"
"Gdap10"	2.89063466079639e-98	0.438592912049188	0.291	0.232	8.97628781217102e-94	"5"	"Gdap10"
"Tlr7"	2.93008424011138e-98	0.343031126491637	0.309	0.177	9.09879059081786e-94	"5"	"Tlr7"
"Rassf5"	2.97972369677612e-98	0.299948177263144	0.309	0.36	9.25293599559889e-94	"5"	"Rassf5"
"Rap1b"	9.5792666503751e-98	1.22347903028108	0.838	0.627	2.97464967294098e-93	"5"	"Rap1b"
"Hpf1"	1.32116220208579e-97	0.265620293634543	0.338	0.543	4.10260498613702e-93	"5"	"Hpf1"
"Pdcl3"	1.52419727228213e-97	0.382606422244766	0.948	0.676	4.73308978961769e-93	"5"	"Pdcl3"
"Ccl4"	2.24358989175589e-97	1.37372577397299	0.672	0.167	6.96701969086955e-93	"5"	"Ccl4"
"Ap2b1"	3.47130341126922e-97	0.270990972969489	0.273	0.365	1.07794384830143e-92	"5"	"Ap2b1"
"Hcfc1r1"	4.52121883688138e-97	0.443290182805446	0.935	0.739	1.40397408541677e-92	"5"	"Hcfc1r1"
"Rreb1"	1.20963645173171e-96	0.253609796474663	0.292	0.423	3.75628407356248e-92	"5"	"Rreb1"
"Fam46a"	1.96277826675661e-96	0.486804104059988	0.328	0.547	6.09501535175931e-92	"5"	"Fam46a"
"Cep350"	3.3151560063208e-96	0.292837900478721	0.272	0.349	1.0294553946428e-91	"5"	"Cep350"
"Ncapg2"	5.68449721812119e-96	0.295219661079919	0.311	0.299	1.76520692114317e-91	"5"	"Ncapg2"
"C1qa"	6.70411586779102e-96	1.62813202319037	0.685	0.279	2.08182910042514e-91	"5"	"C1qa"
"Cenpf"	6.93172471442216e-96	0.292115364895559	0.753	0.497	2.15250847556951e-91	"5"	"Cenpf"
"Ttc7"	7.92263322168472e-96	0.449603264034861	0.307	0.415	2.46021529432976e-91	"5"	"Ttc7"
"Ppp1r9b"	1.16897072485531e-95	0.45550571113039	0.279	0.32	3.63000479189319e-91	"5"	"Ppp1r9b"
"Oas2"	1.63152688820424e-95	0.315044473892682	0.298	0.143	5.06638044594064e-91	"5"	"Oas2"
"Dennd5a"	1.82667797766173e-95	0.346351351145779	0.251	0.315	5.67238312403298e-91	"5"	"Dennd5a"
"Mef2c"	1.90792284847201e-95	0.462103821796852	0.262	0.277	5.92467282136013e-91	"5"	"Mef2c"
"Aqp1"	1.98870574964625e-95	0.379328576208816	0.721	0.342	6.1755279643765e-91	"5"	"Aqp1"
"Dguok"	2.93667787049855e-95	0.250989081567274	0.837	0.575	9.11926579125916e-91	"5"	"Dguok"
"Fnip2"	3.03242771101934e-95	0.314545303176259	0.289	0.314	9.41659777102836e-91	"5"	"Fnip2"
"Tep1"	3.69010234099973e-95	0.581382799281582	0.305	0.351	1.14588747995065e-90	"5"	"Tep1"
"Fam129a"	4.29540143560202e-95	0.64621607113889	0.32	0.322	1.33385100779749e-90	"5"	"Fam129a"
"Inip"	1.26527897314998e-94	0.291313369237243	0.727	0.439	3.92907079532265e-90	"5"	"Inip"
"Pcif1"	1.69010056901692e-94	0.377969001846279	0.908	0.636	5.24826929696825e-90	"5"	"Pcif1"
"Tmem192"	4.02399712627685e-94	0.271757138872075	0.884	0.645	1.24957182762275e-89	"5"	"Tmem192"
"Bckdk"	5.50127873605172e-94	0.259703434193467	0.839	0.546	1.70831208590614e-89	"5"	"Bckdk"
"Tmem251"	5.52393481558204e-94	0.309151682970802	0.838	0.561	1.71534747828269e-89	"5"	"Tmem251"
"Elmo1"	5.72213809124846e-94	0.628206550949863	0.302	0.35	1.77689554147538e-89	"5"	"Elmo1"
"March1"	6.11285645697144e-94	0.448458674279203	0.325	0.131	1.89822531558334e-89	"5"	"March1"
"Polr2e"	1.4666831004786e-93	0.255491445631258	0.998	0.758	4.55449103191618e-89	"5"	"Polr2e"
"Pum2"	2.17513769071421e-93	0.388788985958767	0.262	0.384	6.75445507097485e-89	"5"	"Pum2"
"Gda"	3.84121564531281e-93	0.552342633727001	0.721	0.427	1.19281269433899e-88	"5"	"Gda"
"Commd4"	5.26814022882147e-93	0.506435060097438	0.928	0.684	1.63591558525593e-88	"5"	"Commd4"
"Sh3gl1"	6.66341940839578e-93	0.302064449006934	0.862	0.529	2.06919162888914e-88	"5"	"Sh3gl1"
"Tox4"	8.54985579702379e-93	0.328739415907251	0.309	0.441	2.6549867206498e-88	"5"	"Tox4"
"Parp14"	1.1658889238914e-92	0.352072735501177	0.277	0.329	3.62043487535996e-88	"5"	"Parp14"
"Tet3"	1.20166978944284e-92	0.462102929069086	0.261	0.351	3.73154519715684e-88	"5"	"Tet3"
"Cd53"	1.42785211640606e-92	0.657583389116366	0.328	0.258	4.43390917707574e-88	"5"	"Cd53"
"Lrmp"	1.66543046953323e-92	0.41401303638955	0.304	0.216	5.17166123704153e-88	"5"	"Lrmp"
"Safb2"	2.1629957461196e-92	0.384825312804193	0.28	0.339	6.7167506904252e-88	"5"	"Safb2"
"Adap2"	3.25163537151525e-92	0.387756763600184	0.321	0.429	1.00973033191663e-87	"5"	"Adap2"
"H2-D1"	3.95477051319476e-92	1.18933265587066	0.918	0.819	1.22807488746237e-87	"5"	"H2-D1"
"Arhgdib"	4.24971724124341e-92	0.902402644310842	0.691	0.44	1.31966469492332e-87	"5"	"Arhgdib"
"Cnih4"	4.30416453732376e-92	0.550902497697946	0.931	0.73	1.33657221377515e-87	"5"	"Cnih4"
"Kmt2c"	5.19573940030749e-92	0.316878093794365	0.272	0.361	1.61343295597749e-87	"5"	"Kmt2c"
"Pmaip1"	6.72716619674157e-92	0.496138553082186	0.314	0.341	2.08898691907416e-87	"5"	"Pmaip1"
"Coro7"	7.90002274365788e-92	0.25106591817163	0.336	0.485	2.45319406258808e-87	"5"	"Coro7"
"Upf2"	1.36610640472267e-91	0.278687136641828	0.283	0.382	4.24217021858531e-87	"5"	"Upf2"
"Smim11"	1.85699818114475e-91	0.502630211534556	0.908	0.64	5.76653645190878e-87	"5"	"Smim11"
"Slc35b2"	3.55721012493385e-91	0.407480223039304	0.982	0.717	1.10462046009571e-86	"5"	"Slc35b2"
"Med13"	4.34122322923753e-91	0.293235185772962	0.272	0.318	1.34808004937513e-86	"5"	"Med13"
"Fabp7"	5.57751602866344e-91	0.748574995736859	0.678	0.298	1.73198605238086e-86	"5"	"Fabp7"
"Baz2b"	6.31481181887852e-91	0.413254137804346	0.275	0.385	1.96093851411635e-86	"5"	"Baz2b"
"C1qc"	1.03399552632077e-90	1.46849459526834	0.686	0.324	3.21086630788387e-86	"5"	"C1qc"
"2510009E07Rik"	1.60371353484234e-90	0.267780015879376	0.249	0.317	4.98001163974591e-86	"5"	"2510009E07Rik"
"Zfp326"	4.69182205309876e-90	0.473655660548366	0.84	0.518	1.45695150214876e-85	"5"	"Zfp326"
"Cd72"	6.69582960028177e-90	0.683357370857347	0.332	0.204	2.0792559657755e-85	"5"	"Cd72"
"Rock2"	1.2709043863361e-89	0.48924083568933	0.272	0.366	3.9465393908895e-85	"5"	"Rock2"
"Gpr65"	2.30610866765262e-89	0.697428696862165	0.322	0.198	7.16115924566168e-85	"5"	"Gpr65"
"Cbfa2t3"	2.83635620824655e-89	0.387259909682346	0.668	0.202	8.80773693346803e-85	"5"	"Cbfa2t3"
"Casc3"	5.95284936292608e-89	0.299138760448187	0.289	0.362	1.84853831266944e-84	"5"	"Casc3"
"Tmem51"	9.49670954545271e-89	0.464620476984841	0.297	0.416	2.94901321514943e-84	"5"	"Tmem51"
"Ap3d1"	2.98331037789979e-88	0.303355422016754	0.293	0.373	9.26407371649223e-84	"5"	"Ap3d1"
"Epb41l2"	4.23332528373319e-88	0.406860162497384	0.278	0.327	1.31457450035767e-83	"5"	"Epb41l2"
"Arhgap45"	1.68305056117336e-87	0.434355222089277	0.289	0.156	5.22637690761163e-83	"5"	"Arhgap45"
"Hat1"	2.02946590848841e-87	0.35969162709777	0.853	0.608	6.30210048562907e-83	"5"	"Hat1"
"Dnase1l1"	2.57491362698383e-87	0.365442495676369	0.715	0.432	7.9958792858729e-83	"5"	"Dnase1l1"
"Itch"	3.66908896510653e-87	0.439823261968152	0.299	0.385	1.13936219633453e-82	"5"	"Itch"
"Tnrc6b"	4.30870609845785e-87	0.322276451414956	0.287	0.407	1.33798250475412e-82	"5"	"Tnrc6b"
"Mtif2"	6.68237029236293e-87	0.310498381216677	0.798	0.476	2.07507644688746e-82	"5"	"Mtif2"
"Il17ra"	7.16710569993208e-87	0.365124657792256	0.301	0.381	2.22560133299991e-82	"5"	"Il17ra"
"Gtpbp2"	9.15271767877455e-87	0.287878766380973	0.299	0.397	2.84219342078986e-82	"5"	"Gtpbp2"
"Irf9"	1.94563384145236e-86	0.581825617159904	0.726	0.407	6.04177676786202e-82	"5"	"Irf9"
"Chd1"	2.37450797263653e-86	0.473801262277876	0.868	0.573	7.37355960742822e-82	"5"	"Chd1"
"Ifi207"	2.7335900700518e-86	0.606908993901704	0.304	0.21	8.48861724453185e-82	"5"	"Ifi207"
"Clec4f"	2.84132529430624e-86	1.16638534568158	0.682	0.305	8.82316743640917e-82	"5"	"Clec4f"
"Ppp3ca"	3.76488548726813e-86	0.302649679412596	0.28	0.386	1.16910989036137e-81	"5"	"Ppp3ca"
"Gtf3c2"	3.93073686254484e-86	0.281190671791686	0.279	0.324	1.22061171792605e-81	"5"	"Gtf3c2"
"Emd"	4.25028612639006e-86	0.388245816195575	0.827	0.618	1.31984135082791e-81	"5"	"Emd"
"Raly"	4.33335133753548e-86	0.359651888128542	0.939	0.641	1.34563559084489e-81	"5"	"Raly"
"Znfx1"	5.09370921763056e-86	0.368647171567455	0.302	0.362	1.58174952335082e-81	"5"	"Znfx1"
"Fem1c"	7.3056579940233e-86	0.267624143234138	0.336	0.423	2.26862597688405e-81	"5"	"Fem1c"
"Rabggta"	9.69452334888179e-86	0.279575313643994	0.832	0.508	3.01044033552826e-81	"5"	"Rabggta"
"Sun2"	1.62269306439889e-85	0.341771004076392	0.708	0.349	5.03894877287787e-81	"5"	"Sun2"
"Vti1a"	2.17587343858997e-85	0.273730438349318	0.759	0.454	6.75673978885344e-81	"5"	"Vti1a"
"Ahcyl2"	3.34552696960563e-85	0.288847753776884	0.319	0.382	1.03888648987164e-80	"5"	"Ahcyl2"
"H2-DMa"	4.35052481039909e-85	0.757926029775383	0.328	0.397	1.35096846937323e-80	"5"	"H2-DMa"
"Mysm1"	4.39000158142116e-85	0.307811555146903	0.767	0.465	1.36322719107871e-80	"5"	"Mysm1"
"Cxcr4"	8.06198003920431e-85	0.62019023594179	0.333	0.139	2.50348666157411e-80	"5"	"Cxcr4"
"Gm45716"	8.83500745649838e-85	0.253298724010261	0.734	0.459	2.74353486546644e-80	"5"	"Gm45716"
"Gtf2a1"	3.14726495227539e-84	0.378724222480308	0.281	0.311	9.77320185630075e-80	"5"	"Gtf2a1"
"Celf2"	4.51522026325622e-84	0.634801062998255	0.337	0.203	1.40211134834895e-79	"5"	"Celf2"
"Pik3r1"	5.25472861629722e-84	0.394736518926842	0.304	0.417	1.63175087721878e-79	"5"	"Pik3r1"
"Znrf2"	6.0982501474949e-84	0.3220646184227	0.282	0.383	1.89368961830159e-79	"5"	"Znrf2"
"Tacc1"	6.86921996736307e-84	0.361866399532372	0.274	0.387	2.13309887646525e-79	"5"	"Tacc1"
"Taf7"	7.49407153455402e-84	0.27152667613537	0.314	0.413	2.32713403362506e-79	"5"	"Taf7"
"Ptpn18"	1.32099103489885e-83	0.822463356122491	0.322	0.196	4.10207346067141e-79	"5"	"Ptpn18"
"Tbl1xr1"	1.35302743066101e-83	0.2945900369249	0.328	0.455	4.20155608043162e-79	"5"	"Tbl1xr1"
"Clcn7"	1.57966527809355e-83	0.344625751959282	0.299	0.364	4.90533458806389e-79	"5"	"Clcn7"
"Erbin"	2.35533781018024e-83	0.420309645420621	0.308	0.426	7.31403050195271e-79	"5"	"Erbin"
"Vim"	2.37269850728977e-83	1.33605857358955	0.683	0.357	7.36794067468694e-79	"5"	"Vim"
"Arpc3"	6.07722087555655e-83	1.11768056761729	0.963	0.82	1.88715939848658e-78	"5"	"Arpc3"
"Scaf1"	6.45255440718096e-83	0.306643552838462	0.282	0.383	2.0037117200619e-78	"5"	"Scaf1"
"Arl4c"	7.03051751805222e-83	0.908131144682992	0.331	0.171	2.18318660488076e-78	"5"	"Arl4c"
"Gbp8"	1.45776500332427e-82	0.29505379359826	0.333	0.415	4.52679766482286e-78	"5"	"Gbp8"
"Mau2"	2.56776542202558e-82	0.314850142995918	0.297	0.38	7.97368196501605e-78	"5"	"Mau2"
"Capg"	4.06468576227058e-82	0.483397541013072	0.787	0.625	1.26220686975788e-77	"5"	"Capg"
"Ddx21"	4.07808861582024e-82	0.397612437588244	0.309	0.434	1.26636885787066e-77	"5"	"Ddx21"
"Cdc42bpb"	6.86828700330108e-82	0.326993880754938	0.727	0.4	2.13280916313508e-77	"5"	"Cdc42bpb"
"Clec1b"	8.27865120445222e-82	0.349556906565926	0.293	0.223	2.57076955851855e-77	"5"	"Clec1b"
"Ptma"	1.0931113000071e-81	1.06452454906444	0.941	0.88	3.39443851991206e-77	"5"	"Ptma"
"Ccdc115"	2.65740033018919e-81	0.391245287149486	0.75	0.483	8.25202524533648e-77	"5"	"Ccdc115"
"Asxl2"	6.70666764574877e-81	0.255381301177533	0.303	0.399	2.08262150403437e-76	"5"	"Asxl2"
"Rasa4"	1.87998658829836e-80	0.480864155198622	0.324	0.231	5.8379223526429e-76	"5"	"Rasa4"
"Mmp27"	1.94097153752942e-80	0.297793713416602	0.674	0.223	6.02729891549011e-76	"5"	"Mmp27"
"Ccl6"	2.84693867964793e-80	1.68622173970028	0.671	0.311	8.84059868191072e-76	"5"	"Ccl6"
"Eloa"	5.44632677403506e-80	0.36873832433106	0.362	0.489	1.69124785314111e-75	"5"	"Eloa"
"Ddx6"	5.54840223427053e-80	0.352836134331451	0.317	0.491	1.72294534580803e-75	"5"	"Ddx6"
"Vps13c"	1.3012665738959e-79	0.460142824638373	0.278	0.361	4.04082309191893e-75	"5"	"Vps13c"
"Cdk12"	1.30860225414686e-79	0.307122284095133	0.288	0.334	4.06360257980224e-75	"5"	"Cdk12"
"Pld4"	1.86623429727091e-79	0.822568206653729	0.332	0.357	5.79521736331536e-75	"5"	"Pld4"
"2810474O19Rik"	2.72805106750956e-79	0.293445287344102	0.296	0.39	8.47141697993744e-75	"5"	"2810474O19Rik"
"Gm42047"	3.01635198215257e-79	0.273105582949444	0.691	0.284	9.36667781017838e-75	"5"	"Gm42047"
"Vcam1"	3.47606097149981e-79	1.11156141034019	0.715	0.447	1.07942121347984e-74	"5"	"Vcam1"
"Bub3"	5.50013177457252e-79	0.336733787719641	0.868	0.568	1.70795591995801e-74	"5"	"Bub3"
"Mapk6"	8.24392226419532e-79	0.317526212665381	0.311	0.418	2.55998518070057e-74	"5"	"Mapk6"
"Snx30"	9.84526148557968e-79	0.329532370331367	0.285	0.33	3.05724904911706e-74	"5"	"Snx30"
"Dock8"	1.00726443125936e-78	0.52429366696865	0.324	0.375	3.12785823838968e-74	"5"	"Dock8"
"Arhgap10"	1.65612889258538e-78	0.342963946767134	0.689	0.307	5.14277705014539e-74	"5"	"Arhgap10"
"Emb"	1.70103962832119e-78	0.342120139154394	0.336	0.346	5.28223835782578e-74	"5"	"Emb"
"Actb"	2.68223705415482e-78	0.52658647719379	0.975	0.93	8.32915072426697e-74	"5"	"Actb"
"Ash1l"	2.89360138699234e-78	0.306620696852767	0.309	0.405	8.9855003870273e-74	"5"	"Ash1l"
"Gls"	3.5625703447178e-78	0.302398867828126	0.299	0.336	1.10628496914522e-73	"5"	"Gls"
"H2-Aa"	4.42529376726577e-78	1.06880307413779	0.674	0.299	1.37418647354904e-73	"5"	"H2-Aa"
"Pdxdc1"	5.37359859731734e-78	0.265184815129784	0.868	0.572	1.66866357242495e-73	"5"	"Pdxdc1"
"Mnt"	5.93364688423088e-78	0.265164581536946	0.291	0.337	1.84257536696022e-73	"5"	"Mnt"
"Abcg1"	6.77977216779292e-78	0.438634213202611	0.313	0.193	2.10532265126473e-73	"5"	"Abcg1"
"Ctnnd1"	9.34942171498362e-78	0.39657285665999	0.736	0.392	2.90327592515386e-73	"5"	"Ctnnd1"
"Tbc1d5"	1.25028886836899e-77	0.319198026942021	0.289	0.329	3.88252202294623e-73	"5"	"Tbc1d5"
"Rsf1"	1.28041564311167e-77	0.389782980028228	0.746	0.475	3.97607469655466e-73	"5"	"Rsf1"
"Fermt3"	1.92458832630598e-77	0.63716207045669	0.658	0.275	5.97642412967797e-73	"5"	"Fermt3"
"B4galt1"	2.02155493669992e-77	0.722459770032209	0.709	0.389	6.27753454493427e-73	"5"	"B4galt1"
"Abi1"	2.62916201854388e-77	0.495714371071595	0.324	0.423	8.16433681618431e-73	"5"	"Abi1"
"Man2a2"	2.91069027371398e-77	0.269412630043966	0.289	0.336	9.03856650696403e-73	"5"	"Man2a2"
"Gosr2"	3.42203694034801e-77	0.262919363434707	0.939	0.647	1.06264513108627e-72	"5"	"Gosr2"
"Plekhm3"	3.53687984760484e-77	0.310067361361774	0.317	0.267	1.09830729907673e-72	"5"	"Plekhm3"
"Usp8"	5.38689278083947e-77	0.398974425143789	0.342	0.487	1.67279181523408e-72	"5"	"Usp8"
"BC017643"	5.89746238861808e-77	0.37645561799383	0.32	0.362	1.83133899553757e-72	"5"	"BC017643"
"Ptpn6"	7.22098373095136e-77	0.712278598057056	0.33	0.424	2.24233207797233e-72	"5"	"Ptpn6"
"Rcn2"	1.23135065449776e-76	0.263465930048432	0.799	0.469	3.8237131874119e-72	"5"	"Rcn2"
"Polr2g"	1.31981276691638e-76	0.403912965979397	0.903	0.658	4.09841458510543e-72	"5"	"Polr2g"
"Mki67"	2.51848518478709e-76	0.341539508779219	0.72	0.447	7.82065204431934e-72	"5"	"Mki67"
"Pkp4"	2.53906624607849e-76	0.338297856864324	0.72	0.382	7.88456241394754e-72	"5"	"Pkp4"
"Afdn"	3.59307044201899e-76	0.254840326366539	0.752	0.408	1.11575616436016e-71	"5"	"Afdn"
"Cyld"	4.99886882270806e-76	0.397478285293059	0.329	0.384	1.55229873551553e-71	"5"	"Cyld"
"Itgal"	7.62335526159019e-76	0.639813937223418	0.333	0.254	2.3672805093816e-71	"5"	"Itgal"
"Bmp2k"	7.65748884995046e-76	0.39797935641398	0.319	0.274	2.37788001257512e-71	"5"	"Bmp2k"
"Kif23"	1.16824166539235e-75	0.346691563120814	0.677	0.23	3.62774084354288e-71	"5"	"Kif23"
"Mmp12"	1.20158850809538e-75	0.710607591807155	0.335	0.254	3.7312927941886e-71	"5"	"Mmp12"
"Atf6"	1.22879121051808e-75	0.295672614637592	0.348	0.464	3.81576534602179e-71	"5"	"Atf6"
"Itgb2"	1.45608748479578e-75	0.729380486639194	0.342	0.283	4.52158846653635e-71	"5"	"Itgb2"
