"","status","p_value","morans_test_statistic","morans_I","gene_short_name","q_value","module","supermodule","dim_1","dim_2"
"Fam234b","OK",2.20514627556404e-32,11.7897153211157,0.02550220118443,"Fam234b",4.59407972542051e-32,"4","1",-1.40303187607526,-1.61082165496887
"Plbd1","OK",0,77.8878494950703,0.169032668743175,"Plbd1",0,"4","1",-3.77438800572156,-2.07962005394043
"Casc1","OK",0.00666654145534066,2.47474635763402,0.00327886403319595,"Casc1",0.00958988121669028,"4","1",-4.152753045547,-1.65807407157959
"Ints13","OK",4.89622225473201e-35,12.2936958330444,0.026607622309076,"Ints13",1.03725720460747e-34,"4","1",-1.90641443966626,-1.36729734199585
"Prpf31","OK",2.05920103834287e-40,13.2568489070597,0.0287064749857106,"Prpf31",4.49538930197005e-40,"4","1",-2.14869969128369,-1.64143197792114
"Gm45844","OK",1.15928708501141e-05,4.23177196469607,0.00907526167372432,"Gm45844",1.81968408150275e-05,"4","1",-2.26096527813672,-0.849750449829708
"Zfp324","OK",2.29270097559198e-31,11.5908535300623,0.0250612648793915,"Zfp324",4.75065004043218e-31,"4","1",-3.18314783810376,-1.79623573082031
"Strn4","OK",7.4100309658496e-125,23.7374195673572,0.0514537023210065,"Strn4",2.19154419011221e-124,"4","1",-1.9674810671687,-1.31742828147949
"Prkd2","OK",2.64228619910945e-32,11.7744739668489,0.0254548407822689,"Prkd2",5.50180071055226e-32,"4","1",-1.41093151806592,-1.29981987731994
"Sympk","OK",1.02152651195314e-81,19.1110528005125,0.0413983067935446,"Sympk",2.65933583803227e-81,"4","1",-1.86537878750562,-1.34799807327331
"Qpctl","OK",2.45938585753596e-263,34.6472215455623,0.0751319886427686,"Qpctl",9.64308328941235e-263,"4","1",-3.11535423039197,-1.97097366111816
"Vasp","OK",0,63.1771236209176,0.137092668249321,"Vasp",0,"4","1",-1.87434809445142,-1.29350655334533
"Ppp1r13l","OK",1.1914833982455e-09,5.96928422320104,0.0128499466617597,"Ppp1r13l",2.0095872439533e-09,"4","1",-1.45496742962598,-1.48634999054016
"Pvr","OK",1.63138918527806e-83,19.3257390356431,0.0418484093222898,"Pvr",4.26510433134546e-83,"4","1",-2.77179639576673,-0.444929530792843
"Igsf23","OK",2.98810115435178e-05,4.01374849790529,0.00863053694563063,"Igsf23",4.64603490493478e-05,"4","1",-3.34171025990247,-0.737849643402706
"Zfp94","OK",0.00640096999597366,2.489231989053,0.00527210766613189,"Zfp94",0.00921477482603385,"4","1",-2.88187234638928,-0.649597575836788
"Smg9","OK",6.12492100953176e-48,14.4992401433767,0.0313906868204861,"Smg9",1.39122686968656e-47,"4","1",-1.77848785160779,-1.51760833519043
"Plaur","OK",0,69.9719400325144,0.15154787953483,"Plaur",0,"4","1",-3.56614272831677,-0.808958223038326
"Arhgef1","OK",1.01081996352282e-122,23.5297945332195,0.0509963541857617,"Arhgef1",2.97232667454618e-122,"4","1",-1.49057464836835,-1.12821810501159
"Rabac1","OK",0,93.7659017772302,0.203527498576847,"Rabac1",0,"4","1",-3.17555301426648,-2.02783935325683
"Bckdha","OK",0,109.184611622324,0.236994745399743,"Bckdha",0,"4","1",-3.2266740107417,-1.80039232032837
"Exosc5","OK",0,106.466822075943,0.231094877246615,"Exosc5",0,"4","1",-2.28188221691846,-1.71363036888183
"Ccdc97","OK",2.07092913497222e-52,15.1896403595118,0.0328905471082529,"Ccdc97",4.80364019606106e-52,"4","1",-1.45064144371747,-1.25581519859375
"Cyp2a22","OK",0,90.1846216628778,0.195593161962813,"Cyp2a22",0,"4","1",-4.023029973495,-1.76615684288086
"Egln2","OK",0,95.1401942902312,0.206502456503603,"Egln2",0,"4","1",-1.46597688435315,-1.40683405654968
"Shkbp1","OK",1.01350256868668e-57,15.9712445992232,0.0345860623139153,"Shkbp1",2.40252163675526e-57,"4","1",-1.80370681523084,-1.61425464408935
"Zfp626","OK",0.025750720819542,1.94727777581778,0.00411606895183944,"Zfp626",0.0361070914273281,"4","1",-4.07414596318006,-1.30738275306762
"Sars2","OK",9.67100170272621e-62,16.538614469602,0.0358201191327588,"Sars2",2.33221213551894e-61,"4","1",-1.46363466023206,-1.20088165062011
"Sirt2","OK",0,60.7933898848108,0.131927721294991,"Sirt2",0,"4","1",-1.75267188786267,-1.60335581558288
"Psmd8","OK",0,66.9894154537078,0.145393967434244,"Psmd8",0,"4","1",-1.84405510662793,-2.2518831993872
"Arhgap33","OK",0.00308008103733701,2.73913207659005,0.00410476072920889,"Arhgap33",0.00449058817650951,"4","1",-4.1035382056117,-1.54516403930725
"Proser3","OK",0.00221207944309521,2.84622020837359,0.00607975145086609,"Proser3",0.00324329665166471,"4","1",-1.39812593697309,-1.4675940777594
"Hspb6","OK",4.76100221738788e-13,7.13724499577287,0.0154103068043473,"Hspb6",8.38152998357473e-13,"4","1",-3.1613139414668,-1.88696306007446
"Rbm42","OK",0,127.288190553246,0.276308523714479,"Rbm42",0,"4","1",-1.63518135784864,-1.49975078361572
"Hamp","OK",0,76.2813524784159,0.165565829513116,"Hamp",0,"4","1",-4.00814264057874,-1.71099584358276
"Gm4673","OK",0.0041390207391159,2.64051382655096,0.00555607530596589,"Gm4673",0.00600361745413413,"4","1",-3.67871492146253,-1.66097753303588
"Ctu1","OK",3.15587676167472e-16,8.0831449364776,0.0174638183924039,"Ctu1",5.77127337619545e-16,"4","1",-1.32883184193372,-1.21937458770813
"Josd2","OK",0,57.2719888116167,0.124273976676274,"Josd2",0,"4","1",-2.49742357968091,-2.25826041954101
"Nr1h2","OK",0,62.154281350755,0.134873293132442,"Nr1h2",0,"4","1",-1.72936218022107,-1.33772676246704
"Atf5","OK",0,131.253304515934,0.284927032022697,"Atf5",0,"4","1",-3.38201325176953,-1.87170808570922
"Tbc1d17","OK",0,55.5178146967283,0.120460248956534,"Tbc1d17",0,"4","1",-1.87827532528638,-1.31713311927856
"Akt1s1","OK",0,67.0329624479852,0.145473252281338,"Akt1s1",0,"4","1",-1.56517880200147,-1.61020510452331
"Pnkp","OK",0,48.2664304454576,0.104717567885242,"Pnkp",0,"4","1",-1.91092913388013,-1.55418818252624
"Med25","OK",0,57.2124788361822,0.124139430187015,"Med25",0,"4","1",-1.58450215100049,-1.44659273880066
"Ap2a1","OK",9.21855243053707e-259,34.3421654095552,0.0744746175906773,"Ap2a1",3.57972323601418e-258,"4","1",-2.2771062159419,-0.953165939026485
"Flt3l","OK",1.98591737944536e-10,6.25513056761342,0.0134919637463874,"Flt3l",3.38602559310573e-10,"4","1",-2.02760641812085,-1.71294229286254
"Fgf21","OK",3.59138202706742e-276,35.4893219370886,0.0769441204861156,"Fgf21",1.43197363520047e-275,"4","1",-3.64622180699109,-0.885425975494991
"Sphk2","OK",5.48237358906046e-124,23.6531097645572,0.0512710529487029,"Sphk2",1.61799712066975e-123,"4","1",-1.28306858776807,-1.26481335418762
"Nomo1","OK",0,55.7410640423417,0.120907355611681,"Nomo1",0,"4","1",-3.63318507908582,-1.90569083946289
"Tmem86a","OK",0,55.8021954105131,0.121055064419737,"Tmem86a",0,"4","1",-1.49452524422406,-1.14957850235046
"Prmt3","OK",3.03111021627496e-46,14.2289066032568,0.0308068968599849,"Prmt3",6.82824196471349e-46,"4","1",-3.0186502241969,-1.05226485984863
"Mphosph10","OK",0,57.2469690392148,0.124217829955534,"Mphosph10",0,"4","1",-2.67605345486402,-1.30809300201477
"Selenos","OK",0,126.053141438981,0.273637545571575,"Selenos",0,"4","1",-3.0582854056239,-2.29132526176513
"Mctp2","OK",3.6607460543937e-14,7.48197312431856,0.0161401610821859,"Mctp2",6.53010614568971e-14,"4","1",-3.20265643833875,-0.757581880264889
"Gm36696","OK",6.91715777221307e-97,20.854637276535,0.0438929372774343,"Gm36696",1.88195327669781e-96,"4","1",-3.50318448780774,-2.70830600517334
"Det1","OK",7.2593707188936e-54,15.4077463691164,0.0333563536793066,"Det1",1.69385316774184e-53,"4","1",-3.49479930638074,-2.060892274552
"Isg20","OK",1.8025118966183e-67,17.3153216422411,0.0375106133178245,"Isg20",4.455539569589e-67,"4","1",-3.44790833233594,-2.24683778541626
"Mfge8","OK",0,114.668131821389,0.248895634375985,"Mfge8",0,"4","1",-2.7248954081416,-1.9138933922583
"Vps33b","OK",5.01902692541986e-14,7.44040045034148,0.0160691045443316,"Vps33b",8.93742586614857e-14,"4","1",-1.77925651310681,-1.03260510223449
"Unc45a","OK",5.91583603247854e-73,18.0276001090192,0.0390439247908601,"Unc45a",1.49387533826085e-72,"4","1",-1.95827000378369,-1.7207781578833
"Iqgap1","OK",2.56267011799499e-130,24.2604836355025,0.0525563548942146,"Iqgap1",7.68299632518826e-130,"4","1",-2.62282340763806,-0.408362558060299
"Cpeb1","OK",5.7482294422574e-06,4.38692465970469,0.0094106985556872,"Cpeb1",9.09542748282839e-06,"4","1",-3.25672118901013,-0.719111135178219
"2900076A07Rik","OK",0.00331783795652822,2.71459552944358,0.0058168519788458,"2900076A07Rik",0.00482849567935054,"4","1",-3.19309275387525,-1.11076133506836
"Tlnrd1","OK",3.01404893131967e-35,12.3328439136134,0.0266805894685674,"Tlnrd1",6.39671354218992e-35,"4","1",-2.05142848728894,-1.22145860450805
"Gm2115","OK",2.72637452488894e-250,33.7699249754437,0.0728810461090867,"Gm2115",1.04702347982138e-249,"4","1",-3.61584823368787,-1.43007128494323
"Tenm4","OK",2.6969433075057e-55,15.619127273163,0.0333310874447049,"Tenm4",6.33143286362951e-55,"4","1",-4.11545341252088,-1.53027789848388
"Mogat2","OK",2.34065068705446e-15,7.83519110851396,0.016887113873399,"Mogat2",4.23795231924087e-15,"4","1",-2.55362456082105,-2.25664441841186
"Ppme1","OK",2.68545086811022e-231,32.4502608133421,0.0703671779425014,"Ppme1",9.95624574208876e-231,"4","1",-2.49653070210217,-1.00161044853271
"Clpb","OK",0,56.3602705186412,0.122281828704483,"Clpb",0,"4","1",-3.10988872288465,-1.67309205787719
"Gm10602","OK",0.00243445607041646,2.81558099996163,0.00599235317072562,"Gm10602",0.00356218204421232,"4","1",-3.50095837353467,-1.7867690827185
"Trim68","OK",6.40131857893656e-27,10.6787187714241,0.0230968721807953,"Trim68",1.28554920819194e-26,"4","1",-2.11194985150098,-1.73340766685546
"Arfip2","OK",2.11109452611691e-61,16.4915163542818,0.0357049260492395,"Arfip2",5.08221546326622e-61,"4","1",-3.17540710209607,-0.903217961960445
"Rrp8","OK",1.51955525064232e-196,29.8854758325578,0.0648054836541965,"Rrp8",5.29666631155421e-196,"4","1",-2.51615612744092,-0.932249238663326
"Eif3f","OK",0,136.265443478499,0.295811005094949,"Eif3f",0,"4","1",-2.28331272839307,-1.6826693321997
"Btbd10","OK",8.65710154362179e-20,9.02906675298889,0.01951586366137,"Btbd10",1.6397128177122e-19,"4","1",-2.60448544262647,-1.18499391334594
"Rras2","OK",1.05733196647947e-162,27.1566244367804,0.0588686401939857,"Rras2",3.41948031286722e-162,"4","1",-3.39869230030774,-1.01559584396423
"Copb1","OK",0,99.1701566356462,0.215252410482503,"Copb1",0,"4","1",-2.94971649883985,-1.2248999382788
"Insc","OK",0,92.7621413702189,0.201318088001828,"Insc",0,"4","1",-3.17841570614575,-1.74543731468261
"Nucb2","OK",0,84.480522127219,0.183349372482543,"Nucb2",0,"4","1",-3.51346366642713,-2.43907373207153
"Syt17","OK",0.0325948415837196,1.84395510565249,0.00388997252975073,"Syt17",0.0453716167866401,"4","1",-3.05094831227063,-1.09337847488464
"Crym","OK",7.21653724532209e-278,35.5991638219072,0.0771502411197401,"Crym",2.8901986463688e-277,"4","1",-3.94115941761731,-1.8288947846228
"Eef2k","OK",1.1793516968189e-07,5.16858711422366,0.0111270752313108,"Eef2k",1.92924159820178e-07,"4","1",-3.21440713642835,-1.26061599510254
"Polr3e","OK",1.90653437779966e-39,13.0888561379822,0.0283266586934336,"Polr3e",4.14086835875609e-39,"4","1",-1.66575043438672,-1.22542875068725
"Cog7","OK",8.03534106937256e-193,29.5975439957339,0.0641695202073751,"Cog7",2.77434725565561e-192,"4","1",-2.47529165982007,-1.82226865547241
"Gga2","OK",8.42658664215997e-47,14.3181577605606,0.0309893953054198,"Gga2",1.90303002384403e-46,"4","1",-1.70019071339368,-1.6373869683081
"Spns1","OK",0,50.6125922087904,0.109800900995225,"Spns1",0,"4","1",-1.87199394940137,-1.54321759002746
"Eif3c","OK",0,147.338994281953,0.319851123038992,"Eif3c",0,"4","1",-2.96929257153272,-0.744757583313595
"Cln3","OK",9.86500299172865e-178,28.4008647419394,0.0615776791307657,"Cln3",3.30624323801964e-177,"4","1",-1.57678120373487,-1.35378759162963
"Nupr1","OK",0,101.108182250385,0.219352148327743,"Nupr1",0,"4","1",-4.01150481938123,-1.43959992187561
"Cdipt","OK",0,97.8238550997109,0.212330020560138,"Cdipt",0,"4","1",-2.47300641773938,-2.05252664344848
"Mvp","OK",0,69.9309900536262,0.151751658991351,"Mvp",0,"4","1",-2.39502184628247,-1.36489694374145
"Gm42742","OK",6.56815299509376e-05,3.82388902385132,0.00818805002724692,"Gm42742",0.000101027713655713,"4","1",-2.76354329823255,-1.31640260475219
"Zfp553","OK",9.13002899198192e-10,6.01257386887834,0.0129506409934829,"Zfp553",1.54244139188687e-09,"4","1",-2.73289935826062,-0.914545943909298
"Bckdk","OK",0,47.0494355714079,0.102061649443058,"Bckdk",0,"4","1",-3.47325961827039,-2.02383439796508
"Cox6a2","OK",6.29523685971349e-47,14.3384112948358,0.0306109760173715,"Cox6a2",1.42274210031548e-46,"4","1",-4.08875339268445,-1.57625525253357
"Armc5","OK",9.89813723601286e-18,8.49498249649933,0.018353642774027,"Armc5",1.84131548946734e-17,"4","1",-2.93026941059827,-0.962582042389522
"BC017158","OK",4.56508818425822e-262,34.5628790002869,0.0749545955620803,"BC017158",1.78355038876565e-261,"4","1",-1.86665194271802,-1.60705511825622
"Bag3","OK",0,52.9864379983386,0.114968747252334,"Bag3",0,"4","1",-2.02857749699353,-1.57233159797729
"Plekha1","OK",4.99991674780484e-27,10.7016346756241,0.0231263653130794,"Plekha1",1.00490194552221e-26,"4","1",-3.4864396357417,-0.919623782807003
"Oat","OK",0,112.081778507223,0.243247004289526,"Oat",0,"4","1",-3.87505643604993,-1.94595735328735
"Cyp2e1","OK",0,197.450575244806,0.428624185498954,"Cyp2e1",0,"4","1",-3.87167136906384,-1.99628799217285
"Ric8a","OK",0,43.2591323847371,0.0938328521837201,"Ric8a",0,"4","1",-3.00958197354077,-1.55851381080688
"Pgghg","OK",2.44150822140991e-92,20.3475263255505,0.0440938497847451,"Pgghg",6.55187924284834e-92,"4","1",-1.35065930126905,-1.24096911209167
"Rnh1","OK",0,200.226362688822,0.434687449617175,"Rnh1",0,"4","1",-2.03406589268445,-1.66527669685424
"Deaf1","OK",1.90187467570869e-71,17.8346572616213,0.0386274227915851,"Deaf1",4.77275231835641e-71,"4","1",-1.8245469832301,-1.73176973121704
"Slc25a22","OK",0,69.9306702954588,0.151759249277037,"Slc25a22",0,"4","1",-3.16960280178784,-1.76190250175537
"Chid1","OK",0,100.564628574937,0.218281594703022,"Chid1",0,"4","1",-1.96938650845288,-2.23306577461303
"Dusp8","OK",0.0022400128476061,2.84222218967145,0.00605277748368301,"Dusp8",0.0032833094379059,"4","1",-3.33297627209424,-0.517229249649654
"Ctsd","OK",0,207.677844708888,0.450868240665384,"Ctsd",0,"4","1",-1.59827606915235,-1.52081530349792
"Tssc4","OK",0,66.5843259024541,0.144488197086819,"Tssc4",0,"4","1",-3.55310194729566,-1.84894387977661
"Cdkn1c","OK",1.26196417909561e-182,28.7943569850852,0.0624263142736262,"Cdkn1c",4.27055590023895e-182,"4","1",-4.05075042484998,-1.39922254341186
"Nap1l4","OK",0,56.6988898459794,0.123035098466736,"Nap1l4",0,"4","1",-1.8915066027522,-1.20072930114807
"Cttn","OK",0,58.3002031809281,0.126508602609216,"Cttn",0,"4","1",-1.7660240435481,-1.16797058837951
"Mthfd1l","OK",5.83146490103459e-19,8.81789715802574,0.0190296195610425,"Mthfd1l",1.09759902565475e-18,"4","1",-2.83075182675122,-1.48325364845337
"Ltv1","OK",5.73205904660257e-262,34.5562977047643,0.0749494898521339,"Ltv1",2.23890748842955e-261,"4","1",-2.76126187084912,-1.09388678329528
"Arfgef3","OK",1.71895661683704e-46,14.268521264794,0.0301915557509275,"Arfgef3",3.87631673874819e-46,"4","1",-4.09873359440564,-1.72677247779907
"Ahi1","OK",1.45986598293256e-10,6.30298179560919,0.0135608521886029,"Ahi1",2.49381565846996e-10,"4","1",-3.10798900364636,-1.19674699562133
"Hbs1l","OK",0,48.1768480267999,0.10452475309,"Hbs1l",0,"4","1",-2.88780730007886,-1.56245844619812
"Sgk1","OK",0,50.5749443244058,0.109696861506704,"Sgk1",0,"4","1",-4.03797977207898,-1.57856409805358
"E030030I06Rik","OK",5.48053216825831e-13,7.11786626744255,0.0153767646875633,"E030030I06Rik",9.64158374445719e-13,"4","1",-1.66835396527051,-1.94212167518676
"Tbpl1","OK",1.19123830589197e-48,14.6112102865649,0.0316359554399364,"Tbpl1",2.71102696586703e-48,"4","1",-2.75510328053235,-1.23812549369873
"Tspyl1","OK",2.63038520464438e-34,12.1570767484365,0.0263134445320155,"Tspyl1",5.5494138084491e-34,"4","1",-2.41385500668286,-1.07971947448791
"Frk","OK",9.38233214998058e-29,11.0639504667294,0.0239364107843882,"Frk",1.91253792116739e-28,"4","1",-2.09856908558606,-0.86915104644836
"Slc16a10","OK",0,39.4033795043908,0.0854616666259219,"Slc16a10",0,"4","1",-2.94641845463513,-1.41069023864807
"Fig4","OK",1.24508961464565e-10,6.3275911227025,0.0136418266399326,"Fig4",2.13024879022056e-10,"4","1",-2.60727064846753,-1.23204701202453
"Ostm1","OK",1.4355938064932e-98,21.0392104245414,0.0455811936920469,"Ostm1",3.92253992455337e-98,"4","1",-2.93341820477246,-1.92301624076904
"Dcbld1","OK",1.09012819117814e-95,20.7222983434663,0.0448988341898638,"Dcbld1",2.95489727108131e-95,"4","1",-2.39718239544629,-1.15631335037292
"Serinc1","OK",0,103.891235841582,0.225507929766549,"Serinc1",0,"4","1",-2.64612000225781,-1.44596832054199
"Micu1","OK",7.36466576875398e-173,28.0034993618949,0.0607216239333519,"Micu1",2.44102906282971e-172,"4","1",-1.61744778393506,-1.34493057983459
"Dnajb12","OK",0,38.5472363595477,0.0836173310180699,"Dnajb12",0,"4","1",-2.0719641947627,-1.30880635040344
"Adamts14","OK",2.59961801544479e-26,10.5478145585166,0.022775399908847,"Adamts14",5.19821830231771e-26,"4","1",-2.88910835026502,-1.46383803146423
"Supv3l1","OK",1.2466116470764e-43,13.8015814657971,0.0298748652043542,"Supv3l1",2.7711925530468e-43,"4","1",-1.76190798519849,-1.86667554634155
"Kif1bp","OK",3.33343096311755e-16,8.07646988104088,0.0174508757863334,"Kif1bp",6.09451886980674e-16,"4","1",-1.96630757092237,-0.942174127274166
"Ddx21","OK",0,44.2255347130034,0.0959394333443771,"Ddx21",0,"4","1",-2.83900802372693,-0.539900233917843
"Ddx50","OK",0,80.8154541005622,0.175402914971928,"Ddx50",0,"4","1",-2.0664231085658,-0.930468013458858
"Derl3","OK",0,52.9733632687765,0.114607883566506,"Derl3",0,"4","1",-3.50022666691541,-2.7252980973059
"Mmp11","OK",9.52365398518149e-05,3.73132794217476,0.00787715059324805,"Mmp11",0.000145799730257704,"4","1",-3.93308799504041,-1.68768375175537
"Pcbp3","OK",5.67370687551149e-06,4.38976324318316,0.00942312213031049,"Pcbp3",8.97843751455773e-06,"4","1",-2.49659650563001,-1.50196688430847
"Slc19a1","OK",9.84026602237494e-21,9.26405881521995,0.0200161034369709,"Slc19a1",1.87984535919276e-20,"4","1",-3.28482001065015,-1.07107417839111
"Pofut2","OK",8.82403956133264e-167,27.499810730994,0.0596364455591927,"Pofut2",2.88050187895825e-166,"4","1",-1.47587018250226,-1.57770006912292
"Ube2g2","OK",0,89.2322162668159,0.193673505030317,"Ube2g2",0,"4","1",-2.73640220402478,-1.8800627495581
"Ilvbl","OK",0,91.4705338809053,0.198522351290053,"Ilvbl",0,"4","1",-1.48736171959638,-1.28595083015503
"Fstl3","OK",4.7052883735297e-09,5.74102397091096,0.0123396688091651,"Fstl3",7.87194385277821e-09,"4","1",-3.63400571583509,-1.42277543800415
"Med16","OK",8.75089091910722e-61,16.4053835912834,0.0355276418933144,"Med16",2.10040572608835e-60,"4","1",-1.7502609991908,-1.09972350853027
"Scamp4","OK",0,69.4591899617937,0.150734802644306,"Scamp4",0,"4","1",-2.35160844563245,-2.05870216148437
"Slc39a3","OK",1.7868747143485e-122,23.5056135265453,0.0509459368129843,"Slc39a3",5.25029362377028e-122,"4","1",-1.43982153176068,-1.57814543502868
"Thop1","OK",1.20209286518207e-70,17.7312981352927,0.0383993166986736,"Thop1",3.00827518751997e-70,"4","1",-2.1662971281886,-1.36957447784484
"Map2k2","OK",0,223.243696830676,0.484666078146538,"Map2k2",0,"4","1",-1.41475968598126,-1.26979916351379
"Eef2","OK",0,186.382162088477,0.404629534706356,"Eef2",0,"4","1",-2.8594238066554,-1.21823661583007
"Dapk3","OK",0,70.4362860456143,0.152860136011228,"Dapk3",0,"4","1",-1.85187380551099,-1.61622493522705
"Apba3","OK",8.95012072706641e-219,31.5500539589839,0.0684198008804824,"Apba3",3.24598106274174e-218,"4","1",-1.5437784695506,-1.42916028755249
"Mfsd12","OK",2.3451758782031e-09,5.85780136226115,0.0126074393436639,"Mfsd12",3.94155204362248e-09,"4","1",-3.1027783656001,-0.884476592713009
"Dohh","OK",0,54.3124192891582,0.117844360420055,"Dohh",0,"4","1",-1.97164480923413,-1.69081657188476
"Ncln","OK",0,70.6421901930458,0.153295981450403,"Ncln",0,"4","1",-1.73988168476819,-1.24254625099243
"Hcfc2","OK",1.6233358065273e-53,15.3556444471952,0.0332338021067437,"Hcfc2",3.78259953823264e-53,"4","1",-3.41666262387036,-1.81159417884887
"Aldh1l2","OK",2.44315361720809e-219,31.5911389787134,0.0680318697328756,"Aldh1l2",8.87119499442642e-219,"4","1",-3.91303603886365,-1.41767947929443
"Ckap4","OK",0,39.1128666322055,0.0846205378470085,"Ckap4",0,"4","1",-3.8250958227992,-1.39678495185913
"Polr3b","OK",2.75044234679856e-47,14.3957699468116,0.0311526723358002,"Polr3b",6.22802247376892e-47,"4","1",-2.95598094700574,-0.771789958649288
"Pwp1","OK",1.13242692388024e-155,26.5547271465629,0.0575756587624937,"Pwp1",3.60227896089203e-155,"4","1",-1.5384438538432,-1.64855640190185
"Prdm4","OK",1.15881593771016e-06,4.72354978666577,0.010122760721722,"Prdm4",1.85660148614939e-06,"4","1",-2.60407178639173,-0.959110906296383
"Hsp90b1","OK",0,143.536335641705,0.311581935124589,"Hsp90b1",0,"4","1",-3.08450691937207,-2.55434625404419
"Vezt","OK",8.28490239679726e-34,12.0629699040092,0.026103622153872,"Vezt",1.74333369165235e-33,"4","1",-1.45044045685529,-1.31889360206665
"Cep290","OK",1.58658921854769e-32,11.8174098011893,0.0255593151492872,"Cep290",3.31036309855751e-32,"4","1",-1.98765604733228,-1.76052444236816
"Cct2","OK",0,100.011059761767,0.217084374556231,"Cct2",0,"4","1",-2.11657564877271,-1.3921362664038
"Helb","OK",1.85224223094663e-46,14.2633118015186,0.0308368388681034,"Helb",4.17565215606814e-46,"4","1",-3.24246948002576,-1.66408126609863
"Xpot","OK",0,40.7525939455983,0.0883835193984245,"Xpot",0,"4","1",-3.1266197466731,-0.926622083359371
"Avpr1a","OK",0,95.8157725715691,0.207870793375383,"Avpr1a",0,"4","1",-3.83971326588391,-2.01411502616943
"Eef1akmt3","OK",3.99351678594108e-55,15.5940762730537,0.0336932889495657,"Eef1akmt3",9.3652674794881e-55,"4","1",-3.9631721281886,-1.84359042900146
"Os9","OK",0,135.517655478981,0.29418097656578,"Os9",0,"4","1",-2.89676945446729,-1.7064320351416
"Dtx3","OK",1.90060825384284e-11,6.61162589226559,0.0142601192808756,"Dtx3",3.28850725763706e-11,"4","1",-2.33205740689038,-0.942367723160396
"Pip4k2c","OK",1.29855451105562e-136,24.8498257036774,0.0538652805413067,"Pip4k2c",3.95188694595934e-136,"4","1",-1.80397050617932,-1.16983740585388
"Ddit3","OK",0,52.4669779432342,0.113827997363719,"Ddit3",0,"4","1",-3.48147599934339,-2.69903295295776
"Mars","OK",0,60.4765425727105,0.131226231191858,"Mars",0,"4","1",-1.81559818028211,-1.36078517692627
"Coq10a","OK",3.5574373544745e-150,26.0744075754148,0.05652971819573,"Coq10a",1.11633447844794e-149,"4","1",-2.55125396488904,-1.94813173072876
"Esyt1","OK",3.00371766007513e-38,12.8777329390367,0.0278392066594644,"Esyt1",6.47614544889984e-38,"4","1",-3.19241016148328,-1.93635671394409
"Dgka","OK",2.2736596981191e-08,5.46815975840324,0.0117609454843478,"Dgka",3.76071756846708e-08,"4","1",-3.30554907559155,-1.60598175781311
"Mettl7b","OK",0,89.1676105793455,0.193547846750448,"Mettl7b",0,"4","1",-3.13499229191541,-2.28674047248901
"Tex45","OK",1.09919109942433e-28,11.049745086771,0.0186780390179919,"Tex45",2.23974803410624e-28,"4","1",-3.89844196079968,-1.82341258781494
"Cars2","OK",6.71169513823672e-194,29.6812085979554,0.0643660223276566,"Cars2",2.32309249160156e-193,"4","1",-1.79272501705884,-1.65244548576416
"Mcf2l","OK",0.00301140549547099,2.74653690290677,0.00531208035478126,"Mcf2l",0.00439213462850771,"4","1",-3.94044559239148,-1.79153030174316
"Tmco3","OK",1.02126151623405e-17,8.4913489340842,0.0183419523614444,"Tmco3",1.89958609046545e-17,"4","1",-2.30393164395093,-1.3174578453833
"Cln8","OK",0,60.2525863858077,0.130703557078866,"Cln8",0,"4","1",-3.97069804905652,-1.42333095329345
"Mcph1","OK",2.70852232804569e-36,12.5254686178024,0.0270947919031568,"Mcph1",5.7851530014837e-36,"4","1",-2.67112105129956,-0.780052592926632
"Agpat5","OK",1.02865230927549e-258,34.3389760664714,0.0744688156475955,"Agpat5",3.99140018613026e-258,"4","1",-2.11994879482984,-2.12398927467407
"Alg11","OK",7.89191051724216e-140,25.145611050333,0.0544964975748021,"Alg11",2.419038704855e-139,"4","1",-2.74827974079846,-1.09885733383239
"1700041G16Rik","OK",1.7465400786844e-16,8.15495565696125,0.0153158249568198,"1700041G16Rik",3.20237329492415e-16,"4","1",-3.56610458134412,-1.76475351112426
"Plpp5","OK",0,101.952452324287,0.221299925569433,"Plpp5",0,"4","1",-3.81570356129407,-1.93439309852661
"Ash2l","OK",8.75417968380832e-57,15.8362011534296,0.0343049472593289,"Ash2l",2.06655823902318e-56,"4","1",-1.21550994156598,-1.08886211174072
"Rab11fip1","OK",3.43361479415471e-05,3.98083953993794,0.00856359356231828,"Rab11fip1",5.32846662860367e-05,"4","1",-1.78671925305127,-1.22154181259216
"Mak16","OK",0,54.6315918693733,0.118546168757782,"Mak16",0,"4","1",-2.20885055302381,-1.23521058815063
"Saraf","OK",0,145.7640187503,0.316420665438304,"Saraf",0,"4","1",-3.57628743885755,-1.93166463630737
"Dusp4","OK",0,38.708932056904,0.0839426200369746,"Dusp4",0,"4","1",-3.11635177372693,-0.722171952896725
"AY512931","OK",4.07354371093584e-06,4.46128179684643,0.0093756575194872,"AY512931",6.46359224217354e-06,"4","1",-4.24032609699964,-1.78954189079345
"Spcs3","OK",0,67.9865943013011,0.147547260412217,"Spcs3",0,"4","1",-3.24033134220838,-1.74653117912353
"Galnt7","OK",9.46756904800332e-57,15.8312729361556,0.0342209529564922,"Galnt7",2.23324446617233e-56,"4","1",-3.2100667261958,-1.75189988868774
"Clcn3","OK",0,72.9235182996233,0.158242389557035,"Clcn3",0,"4","1",-3.14860027073621,-0.523247649841915
