"","status","p_value","morans_test_statistic","morans_I","gene_short_name","q_value","module","supermodule","dim_1","dim_2"
"Cap1","OK",2.52338159745597e-188,29.2460099893045,0.0634198353636808,"Cap1",8.64812708964836e-188,"4","1",-1.35139959095716,-1.00151007431091
"Bmp8b","OK",4.94095116260106e-74,18.1643788684644,0.0392907540987617,"Bmp8b",1.2524432533422e-73,"4","1",-2.98267452954053,-1.91911285179199
"Pabpc4","OK",0,54.7794932348496,0.118836546670146,"Pabpc4",0,"4","1",-3.45494001148938,-0.989806821518551
"Fhl3","OK",2.55115048775889e-117,22.9960764982568,0.0498417122667467,"Fhl3",7.38825910488178e-117,"4","1",-1.48418491123914,-1.28071420448364
"Yrdc","OK",0,120.338864487996,0.261218049762926,"Yrdc",0,"4","1",-2.59632055996655,-1.52765434043945
"Epb41","OK",0,67.2398854750882,0.145904746228823,"Epb41",0,"4","1",-3.49335162876843,-1.38067596214355
"Snhg12","OK",1.03362725252593e-251,33.8666073324751,0.0734006282269727,"Snhg12",3.9764675848493e-251,"4","1",-3.74995677708386,-1.03262870567382
"Rcc1","OK",2.86753486639285e-06,4.53592817389047,0.00976869960363865,"Rcc1",4.56416710893713e-06,"4","1",-2.84645836590528,-0.945677688294063
"Eya3","OK",1.23905057246001e-22,9.71998823993571,0.0210206059530853,"Eya3",2.40511425409232e-22,"4","1",-2.04146807430982,-1.65013091819824
"Sytl1","OK",9.84957789057944e-09,5.61462274011814,0.0120705109837795,"Sytl1",1.63924277199249e-08,"4","1",-3.8374249243617,-1.72171228187622
"Gpatch3","OK",1.28308290534218e-20,9.23569417950934,0.019964221405816,"Gpatch3",2.4496236429801e-20,"4","1",-1.44886474846601,-1.00451343315185
"Dhdds","OK",0,62.6442194660669,0.13592691909057,"Dhdds",0,"4","1",-3.39481585263013,-2.03147046821655
"Cep85","OK",0,59.1257948182439,0.128297665449168,"Cep85",0,"4","1",-3.15002672909497,-1.13319723861755
"Extl1","OK",7.35647064262921e-05,3.79586523198327,0.0080194403411243,"Extl1",0.00011298306069661,"4","1",-3.70235889195203,-0.903760125809322
"Ldlrap1","OK",0,64.6994748817091,0.140394872826434,"Ldlrap1",0,"4","1",-1.81727211712598,-1.30873506324829
"Rcan3","OK",5.90121845553266e-12,6.78260946751546,0.0146099106613688,"Rcan3",1.02778325067205e-11,"4","1",-2.15265386341809,-1.53882448928894
"Nipal3","OK",2.64346774986273e-08,5.44138015619015,0.011709606850686,"Nipal3",4.3681501489428e-08,"4","1",-1.56519882916211,-1.3515724446112
"Pithd1","OK",0,59.8814652300002,0.129931805453817,"Pithd1",0,"4","1",-3.67321555851697,-1.36707275169433
"Id3","OK",0,62.3544626149655,0.135325363041559,"Id3",0,"4","1",-3.23246710537671,-2.26571958320678
"Usp48","OK",1.43192150754323e-237,32.8919613513903,0.0713239201139811,"Usp48",5.36462915894496e-237,"4","1",-3.15222041844129,-1.53973262565673
"Ddost","OK",0,168.239953497475,0.365237866719133,"Ddost",0,"4","1",-2.5922278666377,-2.11686103599609
"Pink1","OK",0,147.399430498618,0.319980003789682,"Pink1",0,"4","1",-1.85470907925366,-1.30241554039062
"Zbtb17","OK",5.15964277629579e-30,11.3210798737628,0.0244879039224076,"Zbtb17",1.06051249176634e-29,"4","1",-1.29053442715406,-1.19904368179382
"Plod1","OK",0,44.1966545709309,0.0958745661971636,"Plod1",0,"4","1",-1.75078480480908,-1.16863768356384
"Ubiad1","OK",8.57847638866929e-79,18.7564212342172,0.0406268036091884,"Ubiad1",2.21218434371558e-78,"4","1",-2.16468422650098,-1.17987625854553
"Exosc10","OK",1.72890442993555e-96,20.8107653020217,0.0451004241701521,"Exosc10",4.69799655610968e-96,"4","1",-1.55195014714002,-1.59411423461975
"Srm","OK",0,138.13891142563,0.299874324234309,"Srm",0,"4","1",-3.81822698353528,-1.86988132255615
"Pex14","OK",0,101.023771827572,0.21927811430674,"Pex14",0,"4","1",-1.31998794316052,-1.31056778686584
"Ube4b","OK",2.18472980096083e-147,25.8273749904297,0.0559747423233626,"Ube4b",6.80834141552223e-147,"4","1",-3.01042979000806,-1.26838677185119
"Slc25a33","OK",0,64.8917000422432,0.140807809951821,"Slc25a33",0,"4","1",-3.70680444477796,-1.29268138664306
"Gm13073","OK",4.18222458788737e-07,4.92666614358653,0.0104854678284985,"Gm13073",6.76636335763891e-07,"4","1",-3.1605757975459,-0.120033433609615
"Gpr157","OK",0.0277982534381374,1.91418511588775,0.0040396667605922,"Gpr157",0.0388678380721398,"4","1",-1.52421741722821,-1.39213984268249
"Atad3a","OK",0,74.5523052312963,0.161791038259565,"Atad3a",0,"4","1",-1.86591904400586,-1.48717921035827
"Ints11","OK",0,51.3082151327126,0.111324671820172,"Ints11",0,"4","1",-1.54700606106519,-1.55563133018554
"AW011738","OK",1.30937599538786e-53,15.3695765281112,0.0332669731554582,"AW011738",3.05288624122462e-53,"4","1",-3.50456731556653,-2.04119842308105
"Slc25a40","OK",5.0822360705124e-06,4.41364470833333,0.00949716193202376,"Slc25a40",8.05493414444162e-06,"4","1",-1.73537819622754,-2.10874765174926
"Fam185a","OK",5.11314961773341e-05,3.88515887166189,0.00835733713731182,"Fam185a",7.89408479521704e-05,"4","1",-2.27342407940625,-1.36811297195495
"Dnajc2","OK",0,43.0722089240314,0.0934499863631583,"Dnajc2",0,"4","1",-1.38487510918378,-1.42238610046447
"Orc5","OK",1.18108549284783e-114,22.7281234813292,0.0492593441964193,"Orc5",3.39418098404113e-114,"4","1",-2.60319154499768,-1.73217075126709
"Pus7","OK",8.76339454290414e-18,8.50911370873239,0.0183744914340936,"Pus7",1.63141167028211e-17,"4","1",-3.03059404133557,-0.913222720795284
"Rint1","OK",6.01842821839026e-267,34.8862019656054,0.0756627685248567,"Rint1",2.36887684537359e-266,"4","1",-3.18411319493054,-1.74091213005127
"2700038G22Rik","OK",1.35320278520639e-74,18.2353249761811,0.0395055009825831,"2700038G22Rik",3.43695114830392e-74,"4","1",-2.57128398655652,-2.23378818290771
"Klhl7","OK",6.76399394809021e-32,11.6949418198198,0.0252954755516657,"Klhl7",1.40516105296348e-31,"4","1",-2.66861098049878,-1.42922799842895
"Nupl2","OK",8.30892739655536e-15,7.67441247153572,0.0165670261858692,"Nupl2",1.49451454979948e-14,"4","1",-2.20878236531018,-1.31170528190673
"Abcb8","OK",9.02306564069651e-141,25.2315720761131,0.0546872688377053,"Abcb8",2.77297302070583e-140,"4","1",-2.32543938397168,-1.17106311576904
"Fastk","OK",0,56.5776931418063,0.122764830620999,"Fastk",0,"4","1",-1.98907010792493,-1.84583728569091
"Tmub1","OK",7.25207210973221e-195,29.7559980642599,0.0645187648472084,"Tmub1",2.51752380918502e-194,"4","1",-2.33054154156446,-2.161882093125
"Abcf2","OK",3.93810531139707e-259,34.3669015768702,0.0745389794238356,"Abcf2",1.53039786169255e-258,"4","1",-1.87412827252149,-1.34608404892028
"Nub1","OK",5.76438288128497e-243,33.2671630469017,0.0721516257188643,"Nub1",2.18578665899355e-242,"4","1",-1.54626529453992,-1.43704478996337
"Kcnk3","OK",8.64269936913298e-13,7.05479610951842,0.0137252402708565,"Kcnk3",1.51732450083896e-12,"4","1",-3.96712558506726,-1.77981488960327
"Tmem214","OK",0,107.031064879758,0.232310509003782,"Tmem214",0,"4","1",-3.22243397473096,-1.90103595512451
"Cgref1","OK",2.3593570017312e-302,37.1480211204064,0.0805335458309756,"Cgref1",9.80537763426286e-302,"4","1",-3.75133435963391,-1.92511480110229
"Preb","OK",0,124.512028002689,0.270280036744409,"Preb",0,"4","1",-3.08491533039807,-1.93096177833618
"Cad","OK",6.1124149154287e-63,16.7041546101421,0.0361550332465984,"Cad",1.48478969164734e-62,"4","1",-3.069829633224,-1.415713002854
"Eif2b4","OK",0,78.3718163716211,0.170081370071725,"Eif2b4",0,"4","1",-3.26407974003552,-1.68329398887695
"Snx17","OK",1.87578616496816e-197,29.9553160150731,0.0649537897384537,"Snx17",6.54879731278357e-197,"4","1",-1.3664240145564,-1.02026002662719
"Nrbp1","OK",1.54656722677299e-277,35.577762301227,0.077174498506779,"Nrbp1",6.18748031745235e-277,"4","1",-1.90971725224256,-1.27447216766418
"Supt7l","OK",7.30332044357042e-14,7.39069218594954,0.0159588878759331,"Supt7l",1.29779402941934e-13,"4","1",-1.51766138314008,-1.09970419662536
"Ctbp1","OK",0,44.839821209902,0.0972688118968066,"Ctbp1",0,"4","1",-1.61810438870191,-1.42359893577636
"Mfsd10","OK",1.65925241093069e-17,8.43477151585892,0.0182068505391642,"Mfsd10",3.0761917353528e-17,"4","1",-3.15633814572095,-0.969209363632809
"Wfs1","OK",1.14948506760274e-125,23.8156580997305,0.0515912584245318,"Wfs1",3.4114971316825e-125,"4","1",-3.5538486742854,-1.87662141578735
"Ccdc149","OK",4.75259821332279e-15,7.74570633275669,0.0167032463826454,"Ccdc149",8.57056165973227e-15,"4","1",-3.12382500408887,-1.8107268120581
"Pi4k2b","OK",3.93086589672729e-207,30.6894880001889,0.0665475933368814,"Pi4k2b",1.39524341291527e-206,"4","1",-2.74250190495252,-1.61000626342834
"Rbpj","OK",2.14674757484605e-15,7.84604892040552,0.0169354406232673,"Rbpj",3.89055151855304e-15,"4","1",-3.36429493664502,-0.906274488144527
"Pgm1","OK",8.72318975810189e-244,33.323825352917,0.0722656673514337,"Pgm1",3.31182945152119e-243,"4","1",-3.14936273335217,-1.42492978828491
"Fam114a1","OK",0,65.5561455306595,0.142267088938602,"Fam114a1",0,"4","1",-2.36822240589856,-0.958587100678097
"Smim14","OK",0,100.634071863765,0.218445871724248,"Smim14",0,"4","1",-3.21754091023206,-2.27991550224365
"N4bp2","OK",2.11955814284951e-17,8.40608841304251,0.018132331050159,"N4bp2",3.92483255865657e-17,"4","1",-3.12522094486951,-1.2828697468573
"Atp8a1","OK",3.25852892287283e-15,7.79351453937236,0.0168126260990039,"Atp8a1",5.88663507252775e-15,"4","1",-2.8591899180293,-0.810988357239376
"Scfd2","OK",2.2820958394393e-53,15.3335400782345,0.0331816270265853,"Scfd2",5.31598579320895e-53,"4","1",-3.46373861073255,-2.075625112229
"Cep135","OK",0.016642883116,2.12861935040585,0.004541314837239,"Cep135",0.0235452772584681,"4","1",-3.03975122212171,-0.623939922028194
"Noa1","OK",5.08305527657483e-29,11.1187724426828,0.0240393797112329,"Noa1",1.03836363155521e-28,"4","1",-2.13552444218396,-1.40319650428833
"Csn3","OK",3.89770592091535e-296,36.7608674629055,0.0797523420539855,"Csn3",1.60205332151786e-295,"4","1",-3.31391637562512,-2.43847768562378
"Rassf6","OK",4.58875756111027e-95,20.6529826137454,0.0447537499898994,"Rassf6",1.2411920937139e-94,"4","1",-2.69657199620008,-1.44897930877746
"Areg","OK",0,58.0006275190472,0.125703378234955,"Areg",0,"4","1",-3.7718469405055,-1.17988984840454
"Gm19619","OK",3.10329350623637e-58,16.0448929498283,0.0347438523040068,"Gm19619",7.37351006296478e-58,"4","1",-3.67153041599988,-1.23967306869567
"Naaa","OK",1.7437730963715e-117,23.0125854876884,0.0497175501433868,"Naaa",5.05291890236394e-117,"4","1",-3.80364148854016,-1.14088266151489
"Sdad1","OK",3.00013057070727e-231,32.4468491903696,0.0703613495245512,"Sdad1",1.11202227225321e-230,"4","1",-2.69531409977674,-1.27889697807373
"Stbd1","OK",0,47.3799319814773,0.102795120775082,"Stbd1",0,"4","1",-3.31714670895337,-1.09302084701599
"Sowahb","OK",1.64026919041407e-77,18.5988860588834,0.040268122096004,"Sowahb",4.20790972789465e-77,"4","1",-3.13791196583509,-0.690150430374752
"Sept11","OK",1.14869569011892e-60,16.3888528870926,0.0354780005224342,"Sept11",2.75367084788677e-60,"4","1",-3.16610830067395,-1.72663467186035
"Paqr3","OK",2.21103193684335e-16,8.12640593137011,0.0174481069794775,"Paqr3",4.05065068965215e-16,"4","1",-4.1327540182948,-1.33301608818115
"5430416N02Rik","OK",2.35947801738247e-304,37.2716926536568,0.0808335989047024,"5430416N02Rik",9.85398791505905e-304,"4","1",-3.39084141491651,-1.10289685981811
"Gpat3","OK",3.10949777172979e-79,18.8102956746629,0.0407335333273607,"Gpat3",8.0348793180802e-79,"4","1",-3.74175327061414,-1.04801218765319
"Idua","OK",1.99115507545141e-17,8.41341849518858,0.0181704482715746,"Idua",3.68840295226571e-17,"4","1",-2.37004535435437,-1.78283708351196
"Gtpbp6","OK",0,38.9725468255827,0.0845248049053074,"Gtpbp6",0,"4","1",-1.66556613682508,-1.58065216796936
"Ankle2","OK",9.55172442443653e-179,28.4828559028938,0.0617396563528684,"Ankle2",3.20756242287182e-178,"4","1",-2.40045898197888,-0.974801948242794
"Pgam5","OK",5.02936547574278e-156,26.5852318541443,0.0576455867856245,"Pgam5",1.6015163587865e-155,"4","1",-1.69435446499585,-1.2505518700415
"Ddx51","OK",5.86805847980203e-09,5.70351577740167,0.0122843496536201,"Ddx51",9.80334279175822e-09,"4","1",-1.89232104061841,-1.92688720481933
"Tfip11","OK",1.73225592081193e-35,12.3773842161603,0.0267867523208716,"Tfip11",3.68146428219156e-35,"4","1",-1.26433747051953,-1.02926128166259
"Sgsm1","OK",4.83960188888136e-263,34.6276947667503,0.0750945503238405,"Sgsm1",1.89515000621848e-262,"4","1",-1.81667225598096,-1.45280020492614
"Ficd","OK",4.70028255842034e-136,24.7980896548766,0.0537381436953249,"Ficd",1.4276001911333e-135,"4","1",-3.37631027935742,-1.90018813865722
"Ung","OK",5.76060103568112e-83,19.2605216521058,0.0417306157162645,"Ung",1.50323040990705e-82,"4","1",-2.45193975208997,-1.12274592178405
"Mlec","OK",0,101.04923403195,0.219332381208106,"Mlec",0,"4","1",-2.50318925617932,-2.09152477043212
"Gatc","OK",1.35126098497567e-63,16.7939483598078,0.0363852566651898,"Gatc",3.29283907009896e-63,"4","1",-1.95882361172437,-2.04030053871215
"Ddx54","OK",0,42.6200742074741,0.0924568155568893,"Ddx54",0,"4","1",-1.54420488117932,-1.25996582763733
"Naa25","OK",2.31553008395886e-197,29.9482921712293,0.0649196281803865,"Naa25",8.08036152960637e-197,"4","1",-2.72414582012891,-1.6366807724768
"Mapkapk5","OK",5.75049593732018e-09,5.706962780409,0.0122889604998854,"Mapkapk5",9.60903481434647e-09,"4","1",-1.97883622883557,-1.1146089340979
"Orai1","OK",0,73.0685394775677,0.15857245308691,"Orai1",0,"4","1",-2.04428355931043,-1.92178600090087
"Tmem120b","OK",2.05494278015694e-13,7.25189232901084,0.015650981539539,"Tmem120b",3.63391670171319e-13,"4","1",-2.18449776409863,-1.45714013832153
"Clip1","OK",8.09559511181242e-174,28.0821348859924,0.0608792054558548,"Clip1",2.69495554851839e-173,"4","1",-2.83986490010022,-0.784248283081661
"Hip1r","OK",4.34466167345396e-34,12.1160042656853,0.0261862515731144,"Hip1r",9.1534787326186e-34,"4","1",-3.09894793270825,-0.644163778000484
"Gm16001","OK",0.00440149190052445,2.61961208800715,0.00558899620748474,"Gm16001",0.00637648297170618,"4","1",-3.47652786015271,-1.45426528709472
"Rilpl1","OK",2.31012080154508e-05,4.07405070207622,0.00875641555619883,"Rilpl1",3.6024812784526e-05,"4","1",-2.95905869244336,-1.23612516182006
"Atp6v0a2","OK",1.70346910786449e-126,23.8955510649036,0.0517842330769194,"Atp6v0a2",5.06544869780857e-126,"4","1",-2.67533962963819,-1.5055510308081
"Tyw1","OK",0,40.3954046104966,0.0876084873871603,"Tyw1",0,"4","1",-3.02165239094495,-1.36015479820312
"Gatsl2","OK",0.000612064848933475,3.23319734137667,0.00688932719664677,"Gatsl2",0.000916243618621301,"4","1",-4.10458486317395,-1.28323309677185
"Gtf2ird1","OK",1.44517503568065e-150,26.1088819283223,0.0565959419464574,"Gtf2ird1",4.53965089621455e-150,"4","1",-1.5101178192973,-1.21226041572631
"Limk1","OK",9.04171171368068e-07,4.77374175917827,0.0101973097480239,"Limk1",1.4521134953226e-06,"4","1",-3.81505887745618,-1.686389615708
"Nsun5","OK",2.41561831371948e-103,21.5542412141744,0.0467136133992599,"Nsun5",6.70431433094069e-103,"4","1",-1.60199516056775,-1.27037947433532
"Mdh2","OK",0,136.804568747018,0.29698225886374,"Mdh2",0,"4","1",-2.30955808399915,-2.22103231208862
"Ywhag","OK",0,71.7454889480914,0.155695728044256,"Ywhag",0,"4","1",-3.0263931059718,-0.582851579361568
"Plod3","OK",1.04144244995894e-175,28.2365358696319,0.0612164045391198,"Plod3",3.47972583094655e-175,"4","1",-1.66761558293103,-1.18887465255798
"Lrch4","OK",0.016190308104158,2.13968025011433,0.00456690265878881,"Lrch4",0.0229219339443789,"4","1",-2.53101055859326,-1.10970967071594
"Taf6","OK",6.87978578981401e-57,15.8513487529553,0.0343292751397052,"Taf6",1.62482980359618e-56,"4","1",-1.46353857754468,-1.67597501533569
"BC037034","OK",1.97490739565341e-19,8.93836195995584,0.0193054555305049,"BC037034",3.72724547648691e-19,"4","1",-1.84695189236402,-1.38392393844665
"Dnaaf5","OK",5.13287243167184e-13,7.12689619937481,0.0153850401045206,"Dnaaf5",9.03411489438405e-13,"4","1",-1.69546716450452,-1.23135845916809
"Get4","OK",0,165.192786458146,0.358612355642116,"Get4",0,"4","1",-2.77875297306775,-2.04889457481445
"Zfand2a","OK",2.98560938642914e-55,15.6126420246744,0.0337552521105584,"Zfand2a",7.00482202239378e-55,"4","1",-3.42782728909253,-0.71049158828796
"Eif3b","OK",0,95.5995551996691,0.207493851755815,"Eif3b",0,"4","1",-2.51202600239514,-1.10095064895691
"Iqce","OK",2.83298668992283e-11,6.5522943078043,0.0141233715867582,"Iqce",4.88849719028012e-11,"4","1",-1.56885116337537,-1.24629323738159
"Wipi2","OK",0,46.0796851812528,0.0999637854419961,"Wipi2",0,"4","1",-2.58292787312268,-1.59028737800659
"E130309D02Rik","OK",2.64589094058787e-117,22.9944937890554,0.049841321872998,"E130309D02Rik",7.65973680004307e-117,"4","1",-1.61124508618115,-1.395294120484
"Kdelr2","OK",0,89.3410082670888,0.193924643997192,"Kdelr2",0,"4","1",-2.57493345974683,-2.20025031822265
"Fam220a","OK",2.08351508508069e-77,18.5860577482358,0.0402729708377656,"Fam220a",5.34231955299388e-77,"4","1",-2.03164284466504,-2.24214570777954
"D130017N08Rik","OK",6.03790973312002e-05,3.84458180985793,0.00796752606224423,"D130017N08Rik",9.30118536650227e-05,"4","1",-3.74827640293836,-0.778648307495724
"Aimp2","OK",1.89811209902498e-172,27.9697136637897,0.0606513122080606,"Aimp2",6.28452283780463e-172,"4","1",-2.11173146008252,-2.12167232292236
"Bhlha15","OK",1.59409369835182e-256,34.1919200106397,0.0740498019178591,"Bhlha15",6.16669975759783e-256,"4","1",-3.68953292607068,-1.88029878395141
"Cyp3a41b","OK",0.00137990817665921,2.99329633810277,0.00585691191271901,"Cyp3a41b",0.00203938396903444,"4","1",-4.06449001072644,-1.72975509422363
"Cyp3a44","OK",0,53.2817693868846,0.115528555883987,"Cyp3a44",0,"4","1",-4.04798667668103,-1.76370017784179
"Katnal1","OK",0.000395678203526784,3.35580046954655,0.00721058343754388,"Katnal1",0.00059575288519612,"4","1",-2.46625678776502,-2.09943788307251
"Gm15406","OK",0.000227386079706868,3.50607201370605,0.00750236125146504,"Gm15406",0.000345144814199934,"4","1",-3.55560510395764,-1.82821672218383
"Hsph1","OK",3.73570384718139e-153,26.3357657897631,0.0570818279063096,"Hsph1",1.18122554788197e-152,"4","1",-3.29534499882459,-1.26834695594848
"Pon2","OK",0,107.859731579172,0.234129455125987,"Pon2",0,"4","1",-1.74279563664197,-1.81627385871948
"Asns","OK",0,79.5393800478089,0.17259738736846,"Asns",0,"4","1",-3.65638177632092,-2.06304376380981
"C1galt1","OK",0,41.5087021620444,0.0900306963513756,"C1galt1",0,"4","1",-2.9589795374751,-1.077258756333
"Ica1","OK",0,82.4143491677017,0.178843313647749,"Ica1",0,"4","1",-3.76634376286267,-1.82923715370239
"Tes","OK",0,78.9989916753845,0.171384134419268,"Tes",0,"4","1",-3.51226132153272,-2.64449804084838
"Wnt16","OK",2.66774516911747e-11,6.56126025900063,0.0136677831016407,"Wnt16",4.60439955242025e-11,"4","1",-3.18647377728223,-1.01633613365234
"Cadps2","OK",2.99049162355658e-21,9.39033480643995,0.0202905489479323,"Cadps2",5.74082976043065e-21,"4","1",-2.51908962963819,-1.51516216056884
"Snd1","OK",0,96.8504859970666,0.210200264062571,"Snd1",0,"4","1",-3.13303511379956,-0.737387826614986
"Impdh1","OK",0,64.0886786760595,0.138910843754032,"Impdh1",0,"4","1",-4.05223338841199,-1.58022635238708
"Calu","OK",0,82.3732659429667,0.178779500019149,"Calu",0,"4","1",-2.67636602162122,-1.87427346962036
"Slc35b4","OK",2.57162574802895e-21,9.40621496334821,0.0203386401014406,"Slc35b4",4.93859146973901e-21,"4","1",-2.75701349018811,-0.975129535370479
"Akr1b3","OK",0,87.3748181954537,0.189642862542678,"Akr1b3",0,"4","1",-2.74284618138074,-2.2411147858435
"Akr1b7","OK",0,51.7869413856024,0.112360822671504,"Akr1b7",0,"4","1",-3.90643804310559,-1.69045083778442
"D630045J12Rik","OK",6.66807999899434e-06,4.35451540936844,0.00930692253325688,"D630045J12Rik",1.05356764100423e-05,"4","1",-3.39291064976453,-1.16131894844116
"Adck2","OK",2.71911031788713e-33,11.9647177310552,0.0258809467973873,"Adck2",5.70517970710455e-33,"4","1",-2.49138014553784,-1.13468067901672
"E330009J07Rik","OK",2.87999329157901e-106,21.8636861090485,0.0473196303557325,"E330009J07Rik",8.07652584313053e-106,"4","1",-3.61009614704846,-1.24501817482055
"Zyx","OK",2.10331699022089e-185,29.0154020123147,0.0629177306168404,"Zyx",7.16043684540206e-185,"4","1",-2.86347310780286,-0.795537879639278
"Pdia4","OK",0,147.198900049334,0.3195500921487,"Pdia4",0,"4","1",-3.07684366940259,-2.54404895561279
"Zfp398","OK",2.54132220725785e-18,8.65150100551354,0.0186650660939579,"Zfp398",4.7558231780425e-18,"4","1",-2.18061034916638,-0.749446799927364
"Zfp282","OK",5.82231704479071e-25,10.2515619839442,0.0220484360110018,"Zfp282",1.15086898964561e-24,"4","1",-3.19625060795545,-0.426982572250973
"Zfp775","OK",3.59875815143082e-17,8.34374325742609,0.0180152901229593,"Zfp775",6.64382784992464e-17,"4","1",-1.3660223984599,-1.53322928207458
"Igf2bp3","OK",3.45709490193239e-09,5.79299565233727,0.0124098007009358,"Igf2bp3",5.79574017311925e-09,"4","1",-3.75879829167127,-1.79299276130737
"Gars","OK",0,87.619045134673,0.190168800098709,"Gars",0,"4","1",-3.26715367077588,-1.32405512588562
"Fkbp9","OK",1.65314878906383e-140,25.2076012133231,0.0546397553065463,"Fkbp9",5.07537545478362e-140,"4","1",-1.71001117466687,-1.08253686683715
"Gadd45a","OK",0,50.121429822599,0.10873029565912,"Gadd45a",0,"4","1",-3.39843981503247,-0.642993142777096
"Gm44427","OK",8.42589011155302e-45,13.9944544658669,0.0302969480358463,"Gm44427",1.88234311385518e-44,"4","1",-3.56978385685681,-2.06100766914428
"Usp39","OK",2.19203022311279e-170,27.7996182357154,0.0602807961085452,"Usp39",7.22177577053478e-170,"4","1",-1.34118073223828,-1.57435934799255
"Capg","OK",1.87882743903461e-90,20.1334664970879,0.0436274973331105,"Capg",5.01467912355466e-90,"4","1",-2.17128770588635,-1.81037395256103
"Dok1","OK",1.89667211763107e-17,8.41911638429132,0.0180907138622395,"Dok1",3.5146579826413e-17,"4","1",-2.83037584065198,-0.222453763657223
"Mthfd2","OK",1.41256247351166e-73,18.1066320613195,0.0392027194848545,"Mthfd2",3.57468121909484e-73,"4","1",-3.63623922108411,-0.981945207291256
"Paip2b","OK",1.61338794937618e-212,31.0906039626889,0.0673678564422011,"Paip2b",5.78426381569752e-212,"4","1",-3.5977746748805,-1.96977727668823
"Smyd5","OK",1.77580473639089e-186,29.1003679305453,0.0630913803829346,"Smyd5",6.05893029964765e-186,"4","1",-2.56418984173535,-1.76851718681396
"Cct7","OK",0,129.085980392196,0.280219587507681,"Cct7",0,"4","1",-1.71817677258252,-1.79734914558471
"2310040G24Rik","OK",0.00779722980608391,2.41827095912327,0.00518207888851261,"2310040G24Rik",0.0111775612609808,"4","1",-2.00585620640515,-1.7444278504187
"Gfpt1","OK",0,59.863848278773,0.12988301206788,"Gfpt1",0,"4","1",-3.79017274616956,-1.27446882980407
"Copg1","OK",0,86.9157382474007,0.188641496932601,"Copg1",0,"4","1",-2.33718865154981,-1.65725581901611
"Rpn1","OK",0,207.845170278154,0.451230424131262,"Rpn1",0,"4","1",-2.36236303089856,-2.14174335258545
"Sec61a1","OK",0,168.910436640566,0.366685456648272,"Sec61a1",0,"4","1",-3.43934815167188,-1.8644902016455
"Xpc","OK",7.99967138125405e-65,16.9608571356068,0.036726859187747,"Xpc",1.95844327488346e-64,"4","1",-2.04015009640454,-1.37339203613342
"Slc25a26","OK",1.38611047916381e-42,13.6268687270107,0.0295006839049082,"Slc25a26",3.06440208804316e-42,"4","1",-1.93378846882581,-1.50254361885131
"Gm20696","OK",0.00299306057586458,2.74854065105265,0.00582082853424347,"Gm20696",0.00436620974904541,"4","1",-3.33911531208753,-0.593167951279293
"Eif4e3","OK",0.0272806034741062,1.92235417952483,0.00395936498353865,"Eif4e3",0.0381754052085597,"4","1",-3.33408801792859,-0.658957650833736
"Ogg1","OK",5.76943923300111e-116,22.8603171618579,0.0495430600448782,"Ogg1",1.66582094153525e-115,"4","1",-2.69553916691541,-2.13926189201416
"Cidec","OK",8.12340126854102e-104,21.6046348386978,0.0467867606013958,"Cidec",2.25784287389541e-103,"4","1",-3.69367759464978,-1.11608331459106
"Creld1","OK",0,61.5719715489223,0.133606237396063,"Creld1",0,"4","1",-1.56315582035779,-1.44914405601562
"Tsen2","OK",1.39797001556358e-91,20.2617928914369,0.0439068678716066,"Tsen2",3.74494659938473e-91,"4","1",-2.67839758633374,-2.10194747703613
"Csgalnact2","OK",8.91815678823169e-13,7.05043202129835,0.0152243082905184,"Csgalnact2",1.56532550362055e-12,"4","1",-2.2123381399989,-1.15658014076294
"Usp18","OK",4.25537610766082e-202,30.3098172173616,0.0657304814609724,"Usp18",1.49724748789177e-201,"4","1",-2.18142550228833,-1.91459481971801
"Slc6a12","OK",0,56.1173330087467,0.121760738543863,"Slc6a12",0,"4","1",-3.13574903248548,-1.84382550972046
"Usp5","OK",0,37.5202093463595,0.0813776851554997,"Usp5",0,"4","1",-1.95356433628797,-0.991771867447506
"Ing4","OK",2.0048572818647e-39,13.0850357557744,0.0283215940351578,"Ing4",4.3531852246015e-39,"4","1",-2.23160832165479,-1.29463379638733
"Nop2","OK",9.92006151546851e-93,20.3916355692046,0.0441829073314571,"Nop2",2.66628841609409e-92,"4","1",-2.5095326208949,-0.86071508186401
"Iffo1","OK",9.44042673630127e-11,6.37017833246528,0.0136950629893294,"Iffo1",1.61752945186564e-10,"4","1",-2.71678941487073,-1.46981160896362
"Tapbpl","OK",0,55.6350440516494,0.120707945765351,"Tapbpl",0,"4","1",-2.9177881979823,-2.09828965919555
"Nrip2","OK",0,42.1280892140365,0.0912296066722708,"Nrip2",0,"4","1",-4.02795093296765,-1.72163408058227
"Ybx3","OK",5.55768278353002e-21,9.32483762699884,0.0201494055486863,"Ybx3",1.06437161969792e-20,"4","1",-2.45042913197278,-1.50220768707336
"Bcl2l14","OK",1.58146872447038e-18,8.70545840702819,0.0188102246103572,"Bcl2l14",2.9653506198066e-18,"4","1",-3.43801467655896,-2.5309039856726
"Mansc1","OK",7.73484459471165e-65,16.9628350604924,0.0367282142573815,"Mansc1",1.89391217201608e-64,"4","1",-1.80658929585218,-2.20440500038208
"Gprc5a","OK",9.8101749973473e-227,32.1251879509024,0.0692638565341894,"Gprc5a",3.60482761353364e-226,"4","1",-3.52017514942884,-0.779859712296139
