"","Combined_Module"
"Cldn3","5"
"Abhd11","5"
"Tbl2","5"
"Bcl7b","5"
"Nsun5","5"
"Rhbdd2","5"
"Tmem120a","5"
"Mdh2","5"
"Ywhag","5"
"Ssc4d","5"
"Dtx2","5"
"Polr2j","5"
"Lrwd1","5"
"Alkbh4","5"
"Orai2","5"
"Prkrip1","5"
"Sh2b2","5"
"Cux1","5"
"Ift22","5"
"Znhit1","5"
"Plod3","5"
"Ap1s1","5"
"Ufsp1","5"
"Trip6","5"
"Slc12a9","5"
"Pop7","5"
"Gnb2","5"
"Mospd3","5"
"Pcolce","5"
"Lrch4","5"
"Agfg2","5"
"Tsc22d4","5"
"Cyp3a13","5"
"Zscan21","5"
"Cops6","5"
"Taf6","5"
"Cnpy4","5"
"Mblac1","5"
"BC037034","5"
"Zfp157","5"
"Zfp68","5"
"Fam20c","5"
"Pdgfa","5"
"Dnaaf5","5"
"Get4","5"
"3110082I17Rik","5"
"Gpr146","5"
"Zfand2a","5"
"Micall2","5"
"Tmem184a","5"
"Psmg3","5"
"Mad1l1","5"
"Mrm2","5"
"Snx8","5"
"Eif3b","5"
"Iqce","5"
"Brat1","5"
"Gm16035","5"
"Wipi2","5"
"Actb","5"
"E130309D02Rik","5"
"Zdhhc4","5"
"Kdelr2","5"
"Daglb","5"
"Rac1","5"
"Fam220a","5"
"D130017N08Rik","5"
"Eif2ak1","5"
"Aimp2","5"
"Ccz1","5"
"Bhlha15","5"
"Baiap2l1","5"
"Arpc1a","5"
"Arpc1b","5"
"Pdap1","5"
"Bud31","5"
"Cpsf4","5"
"Zkscan14","5"
"Zfp655","5"
"Zscan25","5"
"Cyp3a41b","5"
"Cyp3a44","5"
"Rnf6","5"
"Cdk8","5"
"Gtf3a","5"
"Mtif3","5"
"Polr1d","5"
"Slc46a3","5"
"Mtus2","5"
"Ubl3","5"
"Katnal1","5"
"Gm15406","5"
"Hmgb1","5"
"Hsph1","5"
"B3glct","5"
"N4bp2l1","5"
"N4bp2l2","5"
"Pds5b","5"
"Vps50","5"
"Tfpi2","5"
"Bet1","5"
"Sgce","5"
"Pon3","5"
"Pon2","5"
"Slc25a13","5"
"Asns","5"
"C1galt1","5"
"Mios","5"
"Umad1","5"
"Ica1","5"
"Phf14","5"
"Tmem106b","5"
"Tmem168","5"
"2610001J05Rik","5"
"1110019D14Rik","5"
"Mdfic","5"
"Tes","5"
"Cav2","5"
"Capza2","5"
"St7","5"
"Tspan12","5"
"Ing3","5"
"Wnt16","5"
"Fam3c","5"
"Cadps2","5"
"Wasl","5"
"Pot1a","5"
"Zfp800","5"
"Arf5","5"
"Snd1","5"
"Rbm28","5"
"Impdh1","5"
"Calu","5"
"Atp6v1f","5"
"Tspan33","5"
"Ahcyl2","5"
"Nrf1","5"
"Zc3hc1","5"
"Tmem209","5"
"Cep41","5"
"Copg2","5"
"Mkln1","5"
"Slc35b4","5"
"Akr1b3","5"
"Akr1b10","5"
"Akr1b7","5"
"Bpgm","5"
"Cald1","5"
"3110062M04Rik","5"
"Wdr91","5"
"Cnot4","5"
"1810058I24Rik","5"
"Mtpn","5"
"D630045J12Rik","5"
"Parp12","5"
"Slc37a3","5"
"Mkrn1","5"
"Adck2","5"
"Agk","5"
"E330009J07Rik","5"
"Zyx","5"
"Tcaf1","5"
"Tpk1","5"
"Cul1","5"
"Pdia4","5"
"Zfp398","5"
"Zfp282","5"
"Zfp212","5"
"Zfp956","5"
"Zfp467","5"
"Atp6v0e2","5"
"Repin1","5"
"Zfp775","5"
"Gimap8","5"
"Gimap9","5"
"Igf2bp3","5"
"Tra2a","5"
"Ccdc126","5"
"Mpp6","5"
"Gsdme","5"
"Osbpl3","5"
"Hnrnpa2b1","5"
"Cbx3","5"
"Snx10","5"
"Skap2","5"
"Hibadh","5"
"Tax1bp1","5"
"Chn2","5"
"Plekha8","5"
"Gars","5"
"Mindy4","5"
"Lsm5","5"
"Kbtbd2","5"
"Fkbp9","5"
"Nt5c3","5"
"Ppm1k","5"
"Lancl2","5"
"Tigd2","5"
"Gadd45a","5"
"Serbp1","5"
"Rpia","5"
"Thnsl2","5"
"Gm44427","5"
"Chmp3","5"
"Immt","5"
"Ptcd3","5"
"St3gal5","5"
"Atoh8","5"
"Usp39","5"
"0610030E20Rik","5"
"Tmem150a","5"
"Rnf181","5"
"Ggcx","5"
"Mat2a","5"
"Capg","5"
"Elmod3","5"
"Retsat","5"
"Tgoln1","5"
"Tcf7l1","5"
"Suclg1","5"
"Gcfc2","5"
"Eva1a","5"
"Pole4","5"
"Dok1","5"
"Htra2","5"
"Aup1","5"
"Dqx1","5"
"Pcgf1","5"
"Wbp1","5"
"Ino80b","5"
"Rtkn","5"
"Mthfd2","5"
"Dguok","5"
"Stambp","5"
"Tex261","5"
"Nagk","5"
"Paip2b","5"
"Exoc6b","5"
"Spr","5"
"Smyd5","5"
"Cct7","5"
"Tprkb","5"
"Dusp11","5"
"Tgfa","5"
"Fam136a","5"
"Pcyox1","5"
"C87436","5"
"2310040G24Rik","5"
"Pcbp1","5"
"1600020E01Rik","5"
"Mxd1","5"
"Gmcl1","5"
"Anxa4","5"
"Nfu1","5"
"Gfpt1","5"
"Aplf","5"
"Rab43","5"
"Isy1","5"
"Cnbp","5"
"Copg1","5"
"Hmces","5"
"Rab7","5"
"Rpn1","5"
"Eefsec","5"
"Ruvbl1","5"
"Sec61a1","5"
"Abtb1","5"
"Mcm2","5"
"Tpra1","5"
"Chchd6","5"
"Txnrd3","5"
"Chst13","5"
"Zxdc","5"
"Klf15","5"
"Slc41a3","5"
"Hdac11","5"
"1810044D09Rik","5"
"Chchd4","5"
"Tmem43","5"
"Xpc","5"
"Ccdc174","5"
"Slc25a26","5"
"Suclg2","5"
"Eogt","5"
"Uba3","5"
"Gm20696","5"
"Eif4e3","5"
"Shq1","5"
"Trnt1","5"
"Crbn","5"
"Sumf1","5"
"Arl8b","5"
"Edem1","5"
"Thumpd3","5"
"Gt(ROSA)26Sor","5"
"Mtmr14","5"
"Ogg1","5"
"Camk1","5"
"Tada3","5"
"Arpc4","5"
"Rpusd3","5"
"Cidec","5"
"Jagn1","5"
"Il17rc","5"
"Creld1","5"
"Emc3","5"
"Brk1","5"
"Vhl","5"
"Irak2","5"
"Sec13","5"
"Atg7","5"
"Tamm41","5"
"Pparg","5"
"Tsen2","5"
"Mkrn2","5"
"Cand2","5"
"Zfp422","5"
"Rassf4","5"
"Zfp637","5"
"Hnrnpf","5"
"Csgalnact2","5"
"Bms1","5"
"Zfp9","5"
"Ankrd26","5"
"Dcp1b","5"
"Adipor2","5"
"Ccdc77","5"
"Hdhd5","5"
"Atp6v1e1","5"
"Bcl2l13","5"
"Bid","5"
"Usp18","5"
"Slc6a13","5"
"Slc6a12","5"
"M6pr","5"
"Phc1","5"
"Apobec1","5"
"Necap1","5"
"Pex5","5"
"C1rl","5"
"Lpcat3","5"
"Phb2","5"
"Ptpn6","5"
"Spsb2","5"
"Tpi1","5"
"Usp5","5"
"Ptms","5"
"Mlf2","5"
"Cops7a","5"
"Ing4","5"
"Nop2","5"
"Iffo1","5"
"Tapbpl","5"
"Ltbr","5"
"Tnfrsf1a","5"
"Plekhg6","5"
"D6Wsu163e","5"
"Tigar","5"
"Parp11","5"
"Tspan9","5"
"Tead4","5"
"Rhno1","5"
"Nrip2","5"
"Itfg2","5"
"Fkbp4","5"
"Gm10069","5"
"Klrb1b","5"
"Gm44066","5"
"Clec2d","5"
"2310001H17Rik","5"
"Gabarapl1","5"
"Ybx3","5"
"Smim10l1","5"
"Bcl2l14","5"
"Mansc1","5"
"Borcs5","5"
"Dusp16","5"
"Gpr19","5"
"Cdkn1b","5"
"Ddx47","5"
"Gprc5a","5"
"Fam234b","5"
"Plbd1","5"
"Wbp11","5"
"Strap","5"
"Dera","5"
"Plekha5","5"
"Pyroxd1","5"
"Recql","5"
"Golt1b","5"
"Gys2","5"
"Kcnj8","5"
"Cmas","5"
"Casc1","5"
"Kras","5"
"Ints13","5"
"Fgfr1op2","5"
"Tm7sf3","5"
"Ppfibp1","5"
"Klhl42","5"
"Ccdc91","5"
"Ergic2","5"
"Ipo8","5"
"Fam60a","5"
"Amn1","5"
"2810474O19Rik","5"
"Myadm","5"
"Tfpt","5"
"Prpf31","5"
"Leng1","5"
"Mboat7","5"
"Tsen34","5"
"Leng9","5"
"Cdc42ep5","5"
"Eps8l1","5"
"Hspbp1","5"
"Ube2s","5"
"Isoc2b","5"
"Isoc2a","5"
"Zfp579","5"
"Fiz1","5"
"Zfp524","5"
"Zfp580","5"
"U2af2","5"
"Epn1","5"
"Zfp787","5"
"Zfp444","5"
"Gm45844","5"
"Clcn4","5"
"Gm45351","5"
"Zfp606","5"
"Zfp329","5"
"Zfp110","5"
"Zfp324","5"
"Trim28","5"
"Zbtb45","5"
"Chmp2a","5"
"Zswim9","5"
"Nop53","5"
"Napa","5"
"Kptn","5"
"Inafm1","5"
"Bbc3","5"
"Sae1","5"
"Tmem160","5"
"Ap2s1","5"
"Strn4","5"
"Prkd2","5"
"Ppp5c","5"
"Ccdc61","5"
"Mypop","5"
"Irf2bp1","5"
"Foxa3","5"
"Sympk","5"
"Six5","5"
"Qpctl","5"
"Eml2","5"
"Opa3","5"
"Vasp","5"
"Ercc1","5"
"Cd3eap","5"
"Ppp1r13l","5"
"Klc3","5"
"Bloc1s3","5"
"Clasrp","5"
"Clptm1","5"
"Apoe","5"
"Tomm40","5"
"Nectin2","5"
"Bcam","5"
"Cblc","5"
"Bcl3","5"
"Pvr","5"
"Igsf23","5"
"Zfp235","5"
"Zfp111","5"
"Zfp94","5"
"Smg9","5"
"Plaur","5"
"Zfp428","5"
"Xrcc1","5"
"Phldb3","5"
"Arhgef1","5"
"Rabac1","5"
"Dedd2","5"
"Pafah1b3","5"
"Lipe","5"
"Ceacam1","5"
"Dmac2","5"
"Bckdha","5"
"Exosc5","5"
"B9d2","5"
"Ccdc97","5"
"Cyp2b9","5"
"Cyp2a4","5"
"Cyp2a22","5"
"Egln2","5"
"Rab4b","5"
"BC024978","5"
"Coq8b","5"
"Shkbp1","5"
"Sertad3","5"
"Pld3","5"
"2310022A10Rik","5"
"Akt2","5"
"Map3k10","5"
"Zfp60","5"
"Zfp626","5"
"Zfp59","5"
"Zfp607a","5"
"Zfp780b","5"
"Psmc4","5"
"Fbl","5"
"Dyrk1b","5"
"Eid2b","5"
"Timm50","5"
"Supt5","5"
"Plekhg2","5"
"Med29","5"
"Paf1","5"
"Pak4","5"
"Sars2","5"
"Nfkbib","5"
"Sirt2","5"
"Hnrnpl","5"
"Ech1","5"
"Lgals4","5"
"Eif3k","5"
"Fam98c","5"
"Psmd8","5"
"Yif1b","5"
"Spint2","5"
"Zfp84","5"
"Zfp30","5"
"Zfp790","5"
"Zfp27","5"
"Zfp383","5"
"Zfp566","5"
"Zfp260","5"
"Capns1","5"
"Tbcb","5"
"Polr2i","5"
"Alkbh6","5"
"Lrfn3","5"
"Arhgap33","5"
"Proser3","5"
"Hspb6","5"
"Lin37","5"
"Psenen","5"
"U2af1l4","5"
"Rbm42","5"
"Haus5","5"
"Tmem147os","5"
"Hamp","5"
"Usf2","5"
"Gm4673","5"
"Lsr","5"
"Fam187b","5"
"Hpn","5"
"Uba2","5"
"Pdcd2l","5"
"Gpi1","5"
"Lsm14a","5"
"Pepd","5"
"Cebpg","5"
"Gpatch1","5"
"Rhpn2","5"
"Faap24","5"
"B230322F03Rik","5"
"Uri1","5"
"1600014C10Rik","5"
"Plekhf1","5"
"Zfp619","5"
"AI987944","5"
"AW146154","5"
"2610021A01Rik","5"
"Zfp788","5"
"Zfp141","5"
"Zfp975","5"
"Zfp715","5"
"Zfp719","5"
"Ctu1","5"
"2410002F23Rik","5"
"Josd2","5"
"Emc10","5"
"Fam71e1","5"
"Nr1h2","5"
"Vrk3","5"
"Atf5","5"
"Nup62","5"
"Tbc1d17","5"
"Akt1s1","5"
"Pnkp","5"
"Ptov1","5"
"Med25","5"
"Ap2a1","5"
"Prmt1","5"
"Gm15545","5"
"Bcl2l12","5"
"Irf3","5"
"Rras","5"
"Prrg2","5"
"Nosip","5"
"Fcgrt","5"
"Flt3l","5"
"Aldh16a1","5"
"Pih1d1","5"
"Snrnp70","5"
"Ruvbl2","5"
"Dhdh","5"
"Nucb1","5"
"0610005C13Rik","5"
"Bcat2","5"
"Fgf21","5"
"Sphk2","5"
"Sult2b1","5"
"Cyth2","5"
"Grwd1","5"
"Kdelr1","5"
"Tmem143","5"
"Ccdc114","5"
"Nomo1","5"
"Sergef","5"
"Saal1","5"
"Gtf2h1","5"
"Ldha","5"
"Tsg101","5"
"Uevld","5"
"Tmem86a","5"
"Zdhhc13","5"
"Prmt3","5"
"Fancf","5"
"Tubgcp5","5"
"Nipa2","5"
"Nipa1","5"
"Snrpn","5"
"Fan1","5"
"Mphosph10","5"
"Nsmce3","5"
"Tarsl2","5"
"Selenos","5"
"Asb7","5"
"Lins1","5"
"Lysmd4","5"
"Mef2a","5"
"Lrrc28","5"
"Ttc23","5"
"Fam169b","5"
"Mctp2","5"
"Gm36696","5"
"Det1","5"
"Aen","5"
"Isg20","5"
"Mfge8","5"
"Pex11a","5"
"Ap3s2","5"
"Arpin","5"
"Idh2","5"
"Gdpgp1","5"
"Ngrn","5"
"Vps33b","5"
"Unc45a","5"
"Hddc3","5"
"Iqgap1","5"
"Zscan2","5"
"Wdr73","5"
"Sec11a","5"
"Pde8a","5"
"Cpeb1","5"
"2900076A07Rik","5"
"Btbd1","5"
"Efl1","5"
"Stard5","5"
"Tlnrd1","5"
"Mesd","5"
"Abhd17c","5"
"Gm2115","5"
"Fah","5"
"Zfand6","5"
"Tmem135","5"
"Eed","5"
"Prcp","5"
"Tenm4","5"
"Nars2","5"
"Kctd21","5"
"Alg8","5"
"Ints4","5"
"Rsf1","5"
"Clns1a","5"
"Pak1","5"
"Acer3","5"
"Dgat2","5"
"Mogat2","5"
"Spcs2","5"
"Pold3","5"
"Lipt2","5"
"Pgm2l1","5"
"Ppme1","5"
"Coa4","5"
"Rab6a","5"
"Atg16l2","5"
"Stard10","5"
"Gm45620","5"
"Clpb","5"
"Gm10602","5"
"Anapc15","5"
"Rnf121","5"
"Pgap2","5"
"Rhog","5"
"Trim21","5"
"Trim68","5"
"Trim34a","5"
"Trim12c","5"
"Smpd1","5"
"Hpx","5"
"Trim3","5"
"Arfip2","5"
"Timm10b","5"
"Rrp8","5"
"Ilk","5"
"Taf10","5"
"Tpp1","5"
"Ppfibp2","5"
"Eif3f","5"
"Tmem9b","5"
"Tmem41b","5"
"Zfp143","5"
"Rnf141","5"
"Eif4g2","5"
"Parva","5"
"Arntl","5"
"Btbd10","5"
"Rras2","5"
"Copb1","5"
"Psma1","5"
"Insc","5"
"1110004F10Rik","5"
"Nucb2","5"
"Arl6ip1","5"
"Syt17","5"
"Gde1","5"
"9030624J02Rik","5"
"Knop1","5"
"Gm19950","5"
"Thumpd1","5"
"Acsm3","5"
"Eri2","5"
"Dcun1d3","5"
"Tmem159","5"
"Anks4b","5"
"Crym","5"
"Uqcrc2","5"
"Eef2k","5"
"Polr3e","5"
"Mettl9","5"
"Cog7","5"
"Gga2","5"
"Ears2","5"
"Ubfd1","5"
"Dctn5","5"
"Arhgap17","5"
"Kdm8","5"
"Nsmce1","5"
"Sbk1","5"
"Spns1","5"
"Nfatc2ip","5"
"Rabep2","5"
"Sh2b1","5"
"Tufm","5"
"Eif3c","5"
"Cln3","5"
"Nupr1","5"
"Sgf29","5"
"Slx1b","5"
"Bola2","5"
"Ypel3","5"
"Ppp4c","5"
"Aldoa","5"
"Ino80e","5"
"Tmem219","5"
"Kctd13","5"
"Cdipt","5"
"Mvp","5"
"Gm42742","5"
"Qprt","5"
"Cd2bp2","5"
"Sept1","5"
"Zfp553","5"
"Zfp771","5"
"Sephs2","5"
"Zfp768","5"
"Zfp747","5"
"E430018J23Rik","5"
"Zfp688","5"
"Zfp689","5"
"Prr14","5"
"Phkg2","5"
"Ccdc189","5"
"Bcl7c","5"
"Ctf1","5"
"Orai3","5"
"Stx4a","5"
"Zfp668","5"
"Vkorc1","5"
"Bckdk","5"
"Kat8","5"
"Fus","5"
"Cox6a2","5"
"Armc5","5"
"BC017158","5"
"Tial1","5"
"Bag3","5"
"Mcmbp","5"
"Sec23ip","5"
"Wdr11","5"
"Nsmce4a","5"
"Plekha1","5"
"2310057M21Rik","5"
"Acadsb","5"
"Bub3","5"
"Oat","5"
"Abraxas2","5"
"Edrf1","5"
"Uros","5"
"Dhx32","5"
"Mgmt","5"
"Mapk1ip1","5"
"Ppp2r2d","5"
"Bnip3","5"
"Tubgcp2","5"
"Zfp511","5"
"Echs1","5"
"Mtg1","5"
"Cyp2e1","5"
"Bet1l","5"
"Ric8a","5"
"Sirt3","5"
"Psmd13","5"
"Pgghg","5"
"Sigirr","5"
"Ptdss2","5"
"Rnh1","5"
"Rassf7","5"
"Cdhr5","5"
"Deaf1","5"
"Eps8l2","5"
"Gatd1","5"
"Slc25a22","5"
"Pnpla2","5"
"Cd151","5"
"Tspan4","5"
"Chid1","5"
"Mob2","5"
"Dusp8","5"
"Ctsd","5"
"Ascl2","5"
"Cd81","5"
"Tssc4","5"
"Cdkn1c","5"
"Slc22a18","5"
"Phlda2","5"
"Nap1l4","5"
"Cars","5"
"Nadsyn1","5"
"Cttn","5"
"Fadd","5"
"Oraov1","5"
"Iyd","5"
"Mthfd1l","5"
"Rmnd1","5"
"Armt1","5"
"Mtrf1l","5"
"Lrp11","5"
"Pcmt1","5"
"Nup43","5"
"Katna1","5"
"Ginm1","5"
"Ppil4","5"
"Rab32","5"
"Shprh","5"
"Fbxo30","5"
"Utrn","5"
"Sf3b5","5"
"Ltv1","5"
"Fuca2","5"
"Pex3","5"
"Adat2","5"
"Aig1","5"
"Vta1","5"
"Cited2","5"
"Reps1","5"
"Ccdc28a","5"
"Arfgef3","5"
"Perp","5"
"Ifngr1","5"
"Pex7","5"
"Map7","5"
"Ahi1","5"
"Hbs1l","5"
"Sgk1","5"
"E030030I06Rik","5"
"Tbpl1","5"
"Slc18b1","5"
"Vnn1","5"
"Stx7","5"
"Enpp1","5"
"L3mbtl3","5"
"Arhgap18","5"
"Gm46218","5"
"Rnf146","5"
"Trmt11","5"
"Zufsp","5"
"Rwdd1","5"
"Tspyl1","5"
"Nt5dc1","5"
"Frk","5"
"Amd2","5"
"Hdac2","5"
"Mfsd4b3","5"
"Mfsd4b5","5"
"Slc16a10","5"
"Amd1","5"
"Cdk19","5"
"Ddo","5"
"Cdc40","5"
"Wasf1","5"
"Fig4","5"
"Zbtb24","5"
"Smpd2","5"
"Cd164","5"
"Cep57l1","5"
"Afg1l","5"
"Snx3","5"
"Ostm1","5"
"Pdss2","5"
"Qrsl1","5"
"Rtn4ip1","5"
"Crybg1","5"
"Atg5","5"
"Prep","5"
"Ascc3","5"
"Dcbld1","5"
"Gopc","5"
"Nus1","5"
"Mcm9","5"
"Msl3l2","5"
"Hsf2","5"
"Serinc1","5"
"Smpdl3a","5"
"Lims1","5"
"Sept10","5"
"P4ha1","5"
"Gm10273","5"
"Pla2g12b","5"
"Mcu","5"
"Micu1","5"
"Dnajb12","5"
"Anapc16","5"
"Ascc1","5"
"Psap","5"
"Slc29a3","5"
"Unc5b","5"
"Adamts14","5"
"Nodal","5"
"Lrrc20","5"
"Ppa1","5"
"Sar1a","5"
"Tysnd1","5"
"Aifm2","5"
"Tspan15","5"
"Supv3l1","5"
"Vps26a","5"
"Kif1bp","5"
"Ddx21","5"
"Ddx50","5"
"Ccar1","5"
"Slc25a16","5"
"Dna2","5"
"Rufy2","5"
"Hnrnph3","5"
"Herc4","5"
"Dnajc12","5"
"Reep3","5"
"Nrbf2","5"
"Ado","5"
"Cabcoco1","5"
"C730027H18Rik","5"
"AC079680.2","5"
"Tfam","5"
"Ube2d1","5"
"Zwint","5"
"Gucd1","5"
"Upb1","5"
"Gstt2","5"
"Mif","5"
"Derl3","5"
"Smarcb1","5"
"Mmp11","5"
"Chchd10","5"
"Prmt2","5"
"Ftcd","5"
"Pcbp3","5"
"Slc19a1","5"
"Pofut2","5"
"Fam207a","5"
"Pttg1ip","5"
"Sumo3","5"
"Ube2g2","5"
"1810043G02Rik","5"
"Pfkl","5"
"D10Jhu81e","5"
"Pwp2","5"
"Rrp1","5"
"Pdxk","5"
"Ilvbl","5"
"Syde1","5"
"Plpp2","5"
"Mier2","5"
"Shc2","5"
"Tpgs1","5"
"Cdc34","5"
"Bsg","5"
"Polrmt","5"
"Rnf126","5"
"Fstl3","5"
"Ptbp1","5"
"Med16","5"
"R3hdm4","5"
"Wdr18","5"
"Abca7","5"
"Polr2e","5"
"Atp5d","5"
"Cirbp","5"
"1600002K03Rik","5"
"Mum1","5"
"Gamt","5"
"Dazap1","5"
"2310011J03Rik","5"
"Pcsk4","5"
"Reep6","5"
"Plk5","5"
"Mbd3","5"
"Tcf3","5"
"Scamp4","5"
"Adat3","5"
"Mob3a","5"
"Izumo4","5"
"Plekhj1","5"
"Sf3a2","5"
"Oaz1","5"
"Sppl2b","5"
"Lmnb2","5"
"Slc39a3","5"
"Sgta","5"
"Thop1","5"
"Creb3l3","5"
"Map2k2","5"
"Pias4","5"
"Eef2","5"
"Dapk3","5"
"Apba3","5"
"Tjp3","5"
"Cactin","5"
"Hmg20b","5"
"Mfsd12","5"
"Fzr1","5"
"Dohh","5"
"Smim24","5"
"Ncln","5"
"Gna11","5"
"Aes","5"
"Tle6","5"
"Sirt6","5"
"Ankrd24","5"
"Gm10778","5"
"Zfp938","5"
"Gm4924","5"
"Tdg","5"
"Hcfc2","5"
"Nfyb","5"
"Aldh1l2","5"
"Washc4","5"
"Ckap4","5"
"Tcp11l2","5"
"Polr3b","5"
"Tmem263","5"
"Cry1","5"
"Pwp1","5"
"Prdm4","5"
"Rtcb","5"
"Fbxo7","5"
"Hsp90b1","5"
"Nup37","5"
"Gnptab","5"
"Arl1","5"
"Nr1h4","5"
"Scyl2","5"
"Actr6","5"
"Ikbip","5"
"Slc25a3","5"
"Tmpo","5"
"Cdk17","5"
"Lta4h","5"
"Amdhd1","5"
"Metap2","5"
"Vezt","5"
"Nr2c1","5"
"Cep83","5"
"Cradd","5"
"Nudt4","5"
"Gm33543","5"
"Btg1","5"
"Poc1b","5"
"Gm35035","5"
"Gm34983","5"
"Cep290","5"
"4930430F08Rik","5"
"Mettl25","5"
"Ccdc59","5"
"Pawr","5"
"Syt1","5"
"Bbs10","5"
"Nap1l1","5"
"Krr1","5"
"Glipr1","5"
"Tbc1d15","5"
"Tmem19","5"
"Thap2","5"
"Cnot2","5"
"Rab3ip","5"
"Cct2","5"
"Yeats4","5"
"Cpsf6","5"
"Mdm2","5"
"Slc35e3","5"
"Nup107","5"
"Rap1b","5"
"Helb","5"
"Llph","5"
"Tbk1","5"
"Xpot","5"
"BC048403","5"
"Tmem5","5"
"Avpr1a","5"
"Usp15","5"
"Slc16a7","5"
"Tsfm","5"
"Eef1akmt3","5"
"Mettl1","5"
"Cdk4","5"
"Tspan31","5"
"Os9","5"
"B4galnt1","5"
"Dtx3","5"
"Pip4k2c","5"
"Dctn2","5"
"Ddit3","5"
"Mars","5"
"Ndufa4l2","5"
"Shmt2","5"
"Rdh9","5"
"Rdh7","5"
"Naca","5"
"Ptges3","5"
"Atp5b","5"
"Spryd4","5"
"Apon","5"
"Apof","5"
"Cs","5"
"Coq10a","5"
"Ankrd52","5"
"Nabp2","5"
"Rnf41","5"
"Myl6b","5"
"A430046D13Rik","5"
"Esyt1","5"
"Zc3h10","5"
"Pa2g4","5"
"Suox","5"
"Rab5b","5"
"Cdk2","5"
"Dgka","5"
"Pym1","5"
"Mmp19","5"
"Dnajc14","5"
"Ormdl2","5"
"Cd63","5"
"Mettl7b","5"
"Pex11g","5"
"Tex45","5"
"Zfp358","5"
"Mcoln1","5"
"Xab2","5"
"Stxbp2","5"
"Trappc5","5"
"Evi5l","5"
"Prr36","5"
"Lrrc8e","5"
"Snapc2","5"
"Timm44","5"
"Elavl1","5"
"Ccl25","5"
"Zfp958","5"
"Abhd13","5"
"Rab20","5"
"Naxd","5"
"Cars2","5"
"Ing1","5"
"Ankrd10","5"
"Tubgcp3","5"
"Mcf2l","5"
"F7","5"
"F10","5"
"Proz","5"
"Pcid2","5"
"Cul4a","5"
"Lamp1","5"
"Grtp1","5"
"Dcun1d2","5"
"Tmco3","5"
"Tfdp1","5"
"Cdc16","5"
"Upf3a","5"
"Fbxo25","5"
"Tdrp","5"
"Erich1","5"
"Cln8","5"
"Mcph1","5"
"Agpat5","5"
"Alg11","5"
"Nek3","5"
"Ap3m2","5"
"1700041G16Rik","5"
"Gpat4","5"
"Gins4","5"
"Golga7","5"
"Tm2d2","5"
"Letm2","5"
"Plpp5","5"
"Ddhd2","5"
"Bag4","5"
"Ash2l","5"
"Pomk","5"
"Fnta","5"
"Rnf170","5"
"Thap1","5"
"Erlin2","5"
"Plpbp","5"
"Brf2","5"
"Rab11fip1","5"
"Eif4ebp1","5"
"Tti2","5"
"Mak16","5"
"Nrg1","5"
"Wrn","5"
"Ubxn8","5"
"Gtf2e2","5"
"Rbpms","5"
"Dctn6","5"
"Leprotl1","5"
"Saraf","5"
"Dusp4","5"
"Eri1","5"
"Tusc3","5"
"Cnot7","5"
"Vps37a","5"
"Asah1","5"
"AY512931","5"
"Gm45753","5"
"Fam149a","5"
"Ufsp2","5"
"Cfap97","5"
"Primpol","5"
"Casp3","5"
"Irf2","5"
"Rwdd4a","5"
"Ing2","5"
"Cdkn2aip","5"
"Wwc2","5"
"Vegfc","5"
"Spcs3","5"
"Cep44","5"
"Fbxo8","5"
"Sap30","5"
"Galnt7","5"
"Clcn3","5"
"Nek1","5"
"Sh3rf1","5"
"Cbr4","5"
"Palld","5"
"Tmem192","5"
"Naf1","5"
"Nat2","5"
"Ints10","5"
"Atp6v1b2","5"
"Zfp930","5"
"D130040H23Rik","5"
"Zfp868","5"
"Zfp963","5"
"Atp13a1","5"
"Gmip","5"
"Lpar2","5"
"Mau2","5"
"Sugp1","5"
"Tm6sf2","5"
"Hapln4","5"
"Rfxank","5"
"Nr2c2ap","5"
"Tmem161a","5"
"Armc6","5"
"Ddx49","5"
"Cope","5"
"Crtc1","5"
"Rex1bd","5"
"Uba52","5"
"Kxd1","5"
"Fkbp8","5"
"Isyna1","5"
"Ssbp4","5"
"Lsm4","5"
"Rab3a","5"
"Pik3r2","5"
"Arrdc2","5"
"Kcnn1","5"
"Ccdc124","5"
"Use1","5"
"Ocel1","5"
"Nr2f6","5"
"Babam1","5"
"Abhd8","5"
"Dda1","5"
"Gtpbp3","5"
"Mvb12a","5"
"Pgls","5"
"Colgalt1","5"
"Zfp617","5"
"Zfp961","5"
"Tpm4","5"
"Rab8a","5"
"Ap1m1","5"
"Eps15l1","5"
"Cherp","5"
"Smim7","5"
"Tmem38a","5"
"Sin3b","5"
"Hmgxb4","5"
"Tom1","5"
"Prmt9","5"
"Tmem184c","5"
"Rbmxl1","5"
"Slc10a7","5"
"Mmaa","5"
"Abce1","5"
"Il15","5"
"Zfp330","5"
"Elmod2","5"
"Scoc","5"
"Gipc1","5"
"Ddx39","5"
"Prkaca","5"
"Mri1","5"
"Ccdc130","5"
"Trmt1","5"
"Dand5","5"
"Gadd45gip1","5"
"Rad23a","5"
"Calr","5"
"Farsa","5"
"Gcdh","5"
"Dnase2a","5"
"Mast1","5"
"Rnaseh2a","5"
"Asna1","5"
"Trir","5"
"Fbxw9","5"
"Dhps","5"
"Wdr83","5"
"Man2b1","5"
"Zfp791","5"
"Vps35","5"
"4921524J17Rik","5"
"Gpt2","5"
"Dnaja2","5"
"Itfg1","5"
"Lonp2","5"
"Siah1a","5"
