"p_val" "avg_log2FC" "pct.1" "pct.2" "p_val_adj" "cluster" "gene"
"Ahr2" 5.61758332052373e-78 0.000607123971946888 0.897 0.817 7.9769683151437e-76 "1" "Ahr"
"Hcfc12" 1.01169199963175e-75 0.00303714499974309 1 1 1.43660263947709e-73 "1" "Hcfc1"
"Kdm5a2" 3.36605437442646e-71 0.00349152406677265 1 1 4.77979721168557e-69 "1" "Kdm5a"
"Ezh22" 2.98225334631937e-69 0.00236520332722333 1 1 4.2347997517735e-67 "1" "Ezh2"
"Rora1" 1.50681698147251e-62 0.00273682377377089 0.547 0.464 2.13968011369096e-60 "1" "Rora"
"Tbl1xr12" 3.04140522147732e-57 0.00137247409906933 1 1 4.3187954144978e-55 "1" "Tbl1xr1"
"Mafg2" 3.35127950072377e-47 0.000413475370915335 0.592 0.496 4.75881689102775e-45 "1" "Mafg"
"Bclaf12" 1.25516286332151e-44 0.00318037776928731 1 1 1.78233126591655e-42 "1" "Bclaf1"
"Zfp3842" 1.96218098593648e-32 0.000545654697970329 1 0.999 2.78629700002981e-30 "1" "Zfp384"
"Polr3g2" 3.46728294280053e-25 0.000668139935066387 1 0.999 4.92354177877675e-23 "1" "Polr3g"
"E2f62" 6.70734169142086e-22 0.000741010911483195 1 1 9.52442520181761e-20 "1" "E2f6"
"Tfe32" 5.38322733068223e-20 0.000358739557320995 1 1 7.64418280956876e-18 "1" "Tfe3"
"Gabpa2" 2.31966414038506e-17 7.15837448787143e-05 1 1 3.29392307934678e-15 "1" "Gabpa"
"Nr2c22" 6.53190084221094e-16 0.000158858665165813 0.998 0.985 9.27529919593953e-14 "1" "Nr2c2"
"Etv32" 2.87018174683324e-15 0.000239567743679163 1 1 4.0756580805032e-13 "1" "Etv3"
"Thap13" 1.58242926898581e-14 0.00159179968915962 1 1 2.24704956195985e-12 "1" "Thap1"
"Klf151" 4.68512599965086e-09 0.000205495301868074 1 0.999 6.65287891950421e-07 "1" "Klf15"
